0.022000,0.022000,1.000000,0.205824,0.200000,0.200000,0.005824,0.000128,0.001165,0.000000,-0.248835,-0.248835,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.000000
0.049000,0.027000,1.000000,0.212908,0.200000,0.200000,0.012908,0.000477,0.002582,0.000000,-0.247418,-0.247418,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.000000
0.064000,0.015000,1.000000,0.216824,0.200000,0.200000,0.016824,0.000729,0.003365,0.000000,-0.246635,-0.246635,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.000000
0.076000,0.012000,1.000000,0.219944,0.200000,0.200000,0.019944,0.000968,0.003989,0.000000,-0.246011,-0.246011,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.000000
0.089000,0.013000,1.000000,0.223310,0.200000,0.200000,0.023310,0.001271,0.004662,0.000000,-0.245338,-0.245338,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.109000,0.020000,1.000000,0.228453,0.200000,0.200000,0.028453,0.001840,0.005691,0.000000,-0.244309,-0.244309,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.121000,0.012000,1.000000,0.231527,0.200000,0.200000,0.031527,0.002219,0.006305,0.000000,-0.243695,-0.243695,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.132000,0.011000,1.000000,0.234335,0.200000,0.200000,0.034335,0.002596,0.006867,0.000000,-0.243133,-0.243133,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.143000,0.011000,1.000000,0.237132,0.200000,0.200000,0.037132,0.003005,0.007426,0.000000,-0.242574,-0.242574,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.155000,0.012000,1.000000,0.240171,0.200000,0.200000,0.040171,0.003487,0.008034,0.000000,-0.241966,-0.241966,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.166000,0.011000,1.000000,0.242947,0.200000,0.200000,0.042947,0.003959,0.008589,0.000000,-0.241411,-0.241411,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.177000,0.011000,1.000000,0.245713,0.200000,0.200000,0.045713,0.004462,0.009143,0.000000,-0.240857,-0.240857,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.188000,0.011000,1.000000,0.248468,0.200000,0.200000,0.048468,0.004995,0.009694,0.000000,-0.240306,-0.240306,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.200000,0.012000,1.000000,0.251462,0.200000,0.200000,0.051462,0.005613,0.010292,0.000000,-0.239708,-0.239708,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.211000,0.011000,1.000000,0.254197,0.200000,0.200000,0.054197,0.006209,0.010839,0.000000,-0.239161,-0.239161,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.224000,0.013000,1.000000,0.257415,0.200000,0.200000,0.057415,0.006955,0.011483,0.000000,-0.238517,-0.238517,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.235000,0.011000,1.000000,0.260128,0.200000,0.200000,0.060128,0.007617,0.012026,0.000000,-0.237974,-0.237974,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000
0.245000,0.010000,1.000000,0.262586,0.200000,0.200000,0.062586,0.008243,0.012517,0.000000,-0.237483,-0.237483,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.256000,0.011000,1.000000,0.265280,0.200000,0.200000,0.065280,0.008961,0.013056,0.000000,-0.236944,-0.236944,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.270000,0.014000,1.000000,0.268693,0.200000,0.200000,0.068693,0.009922,0.013739,0.000000,-0.236261,-0.236261,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.286000,0.016000,1.000000,0.272572,0.200000,0.200000,0.072572,0.011084,0.014514,0.000000,-0.235486,-0.235486,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.299000,0.013000,1.000000,0.275711,0.200000,0.200000,0.075711,0.012068,0.015142,0.000000,-0.234858,-0.234858,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.309000,0.010000,1.000000,0.278117,0.200000,0.200000,0.078117,0.012849,0.015623,0.000000,-0.234377,-0.234377,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.321000,0.012000,1.000000,0.280993,0.200000,0.200000,0.080993,0.013821,0.016199,0.000000,-0.233801,-0.233801,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.332000,0.011000,1.000000,0.283620,0.200000,0.200000,0.083620,0.014741,0.016724,0.000000,-0.233276,-0.233276,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.343000,0.011000,1.000000,0.286237,0.200000,0.200000,0.086237,0.015689,0.017247,0.000000,-0.232753,-0.232753,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.355000,0.012000,1.000000,0.289081,0.200000,0.200000,0.089081,0.016758,0.017816,0.000000,-0.232184,-0.232184,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.365000,0.010000,1.000000,0.291442,0.200000,0.200000,0.091442,0.017673,0.018288,0.000000,-0.231712,-0.231712,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.376000,0.011000,1.000000,0.294031,0.200000,0.200000,0.094031,0.018707,0.018806,0.000000,-0.231194,-0.231194,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.388000,0.012000,1.000000,0.296844,0.200000,0.200000,0.096844,0.019869,0.019369,0.000000,-0.230631,-0.230631,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
0.400000,0.012000,1.000000,0.299645,0.200000,0.200000,0.099645,0.021065,0.019929,0.000000,-0.230071,-0.230071,0.200000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001
