1129.843018,-0.114000,12.990000,0.000000,0.000000
1129.943970,-0.114000,12.990000,0.000000,0.000000
1130.187012,-0.114000,12.990000,0.000000,0.000000
1130.145996,-0.114000,12.990000,0.000000,0.000000
1130.280029,-0.114000,12.990000,0.000000,0.000000
1130.376953,-0.114000,12.990000,0.000000,0.000000
1130.482056,-0.114000,12.990000,0.000000,0.000000
1130.577026,-0.114000,12.990000,0.000000,0.000000
1130.682007,-0.114000,12.990000,0.000000,0.000000
1130.776978,-0.114000,12.990000,0.000000,0.000000
1130.876953,-0.114000,12.990000,0.000000,0.000000
1130.983032,-0.114000,12.990000,0.000000,0.000000
1131.526978,-0.114000,12.990000,0.000000,0.000000
1131.180054,-0.114000,12.990000,0.000000,0.000000
1131.281982,-0.114000,12.990000,0.000000,0.000000
1131.383057,-0.114000,12.990000,0.000000,0.000000
1131.515991,-0.114000,12.990000,0.000000,0.000000
1131.615967,-0.114000,12.990000,0.000000,0.000000
1131.711060,-0.114000,12.990000,0.000000,0.000000
1131.811035,-0.114000,12.990000,0.000000,0.000000
1131.911011,-0.114000,12.990000,0.000000,0.000000
1132.014038,-0.114000,12.990000,0.000000,0.000000
1132.866943,-0.114000,12.990000,0.000000,0.000000
1132.208984,-0.114000,12.990000,0.000000,0.000000
1132.308960,-0.114000,12.990000,0.000000,0.000000
1132.409058,-0.114000,12.990000,0.000000,0.000000
1132.509033,-0.114000,12.990000,0.000000,0.000000
1132.609009,-0.114000,12.990000,0.000000,0.000000
1132.708984,-0.114000,12.990000,0.000000,0.000000
1132.808960,-0.114000,12.990000,0.000000,0.000000
1132.909058,-0.114000,12.990000,0.000000,0.000000
1133.009033,-0.114000,12.990000,0.000000,0.000000
1133.916992,-0.114000,12.990000,0.000000,0.000000
1133.213013,-0.114000,12.990000,0.000000,0.000000
1133.308960,-0.114000,12.990000,0.000000,0.000000
1133.416992,-0.114000,12.990000,0.000000,0.000000
1133.509033,-0.114000,12.990000,0.000000,0.000000
1133.610962,-0.114000,12.990000,0.000000,0.000000
1133.711060,-0.114000,12.990000,0.000000,0.000000
1133.811035,-0.114000,12.990000,0.000000,0.000000
1133.910034,-0.114000,12.990000,0.000000,0.000000
1134.010010,-0.114000,12.990000,0.000000,0.000000
1134.847046,-0.114000,12.990000,0.000000,0.000000
1134.211060,-0.114000,12.990000,0.000000,0.000000
1134.308960,-0.114000,12.990000,0.000000,0.000000
1134.411011,-0.114000,12.990000,0.000000,0.000000
1134.514038,-0.114000,12.990000,0.000000,0.000000
1134.614990,-0.114000,12.990000,0.000000,0.000000
1134.715942,-0.114000,12.990000,0.000000,0.000000
1134.812988,-0.114000,12.990000,0.000000,0.000000
1134.911987,-0.114000,12.990000,0.000000,0.000000
1135.010986,-0.114000,12.990000,0.000000,0.000000
1135.916992,-0.114000,12.990000,0.000000,0.000000
1135.217041,-0.114000,12.990000,0.000000,0.000000
1135.343994,-0.114000,12.990000,0.000000,0.000000
1135.442017,-0.114000,12.990000,0.000000,0.000000
1135.547974,-0.114000,12.990000,0.000000,0.000000
1135.649048,-0.114000,12.990000,0.000000,0.000000
1135.743042,-0.114000,12.990000,0.000000,0.000000
1135.843018,-0.114000,12.990000,0.000000,0.000000
1135.942017,-0.114000,12.990000,0.000000,0.000000
1136.177002,-0.114000,12.990000,0.000000,0.000000
1136.142944,-0.114000,12.990000,0.000000,0.000000
1136.243042,-0.114000,12.990000,0.000000,0.000000
1136.343018,-0.114000,12.990000,0.000000,0.000000
1136.443970,-0.114000,12.990000,0.000000,0.000000
1136.543945,-0.114000,12.990000,0.000000,0.000000
1136.644043,-0.114000,12.990000,0.000000,0.000000
1136.745972,-0.114000,12.990000,0.000000,0.000000
1136.852051,-0.114000,12.990000,0.000000,0.000000
1136.942993,-0.114000,12.990000,0.000000,0.000000
1137.187012,-0.114000,12.990000,0.000000,0.000000
1137.145020,-0.114000,12.990000,0.000000,0.000000
1137.245972,-0.114000,12.990000,0.000000,0.000000
