0.019,1.000,0.200,0.008,-1.541,0.000,1.549,0.029,81.527,0.029,0.000,0.000,-0.250,-0.221,-0.221,0.500,1.000,0.010,0.000,0.019,0.200,-0.200,0.200,0.500
0.116,1.000,0.200,0.039,-1.291,-1.541,1.330,0.158,-2.260,0.129,-0.000,0.000,-0.250,-0.121,-0.121,0.500,1.000,0.010,0.000,0.097,0.200,-0.200,0.200,0.500
0.214,1.000,0.200,0.039,-1.079,-1.291,1.119,0.268,-2.155,0.110,-0.000,0.000,-0.250,-0.140,-0.140,0.500,1.000,0.010,0.000,0.098,0.200,-0.200,0.200,0.500
0.319,1.000,0.200,0.042,-0.892,-1.079,0.934,0.366,-1.757,0.098,-0.000,0.000,-0.250,-0.152,-0.152,0.500,1.000,0.010,0.000,0.105,0.200,-0.200,0.200,0.500
0.428,1.000,0.200,0.044,-0.732,-0.892,0.776,0.451,-1.450,0.085,-0.000,0.000,-0.250,-0.165,-0.165,0.500,1.000,0.010,0.000,0.109,0.200,-0.200,0.200,0.500
0.513,1.000,0.200,0.034,-0.626,-0.732,0.660,0.507,-1.365,0.056,-0.000,0.000,-0.250,-0.193,-0.193,0.500,1.000,0.010,0.000,0.085,0.200,-0.200,0.200,0.500
0.613,1.000,0.200,0.040,-0.522,-0.626,0.562,0.563,-0.983,0.056,-0.000,0.001,-0.250,-0.193,-0.193,0.500,1.000,0.010,0.000,0.100,0.200,-0.200,0.200,0.500
0.724,1.000,0.200,0.044,-0.427,-0.522,0.471,0.615,-0.814,0.052,-0.000,0.001,-0.250,-0.197,-0.197,0.500,1.000,0.010,0.000,0.111,0.200,-0.200,0.200,0.500
0.813,1.000,0.200,0.036,-0.362,-0.427,0.398,0.651,-0.824,0.035,-0.000,0.001,-0.250,-0.214,-0.214,0.500,1.000,0.010,0.000,0.089,0.200,-0.200,0.200,0.500
0.915,1.000,0.200,0.041,-0.301,-0.362,0.342,0.686,-0.551,0.035,-0.000,0.001,-0.250,-0.214,-0.214,0.500,1.000,0.010,0.000,0.102,0.200,-0.200,0.200,0.500
1.015,1.000,0.200,0.040,-0.251,-0.301,0.291,0.715,-0.510,0.029,-0.000,0.001,-0.250,-0.220,-0.220,0.500,1.000,0.010,0.000,0.100,0.200,-0.200,0.200,0.500
1.114,1.000,0.200,0.040,-0.209,-0.251,0.249,0.739,-0.423,0.025,-0.000,0.001,-0.250,-0.225,-0.225,0.500,1.000,0.010,0.000,0.099,0.200,-0.200,0.200,0.500
1.216,1.000,0.200,0.041,-0.174,-0.209,0.215,0.761,-0.336,0.022,-0.000,0.001,-0.250,-0.227,-0.227,0.500,1.000,0.010,0.000,0.102,0.200,-0.200,0.200,0.500
1.320,1.000,0.200,0.042,-0.144,-0.174,0.186,0.780,-0.280,0.019,-0.000,0.001,-0.250,-0.230,-0.230,0.500,1.000,0.010,0.000,0.104,0.200,-0.200,0.200,0.500
