0.000000,-13.000000,25.000000,-2.600000,5.000000,1.000000,-0.003000,0.002000,0.002000,0.001560,-0.001040,-0.001040,
0.091789,-16.000000,25.000000,-5.280000,9.000000,1.000000,-0.005400,-0.001400,-0.001400,0.003168,0.000488,0.000488,
0.125424,-18.000000,25.000000,-7.824000,12.200000,1.000000,-0.007320,-0.004120,-0.004120,0.004694,0.002150,0.002150,
0.165833,-18.000000,27.000000,-9.859200,15.160000,1.000000,-0.009096,-0.006136,-0.006136,0.005916,0.003880,0.003880,
0.210316,-19.000000,26.000000,-11.687360,17.327999,1.000000,-0.010397,-0.008229,-0.008229,0.007012,0.005184,0.005184,
0.268887,-20.000000,26.000000,-13.349888,19.062399,1.000000,-0.011437,-0.009703,-0.009703,0.008010,0.006347,0.006347,
0.301868,-20.000000,26.000000,-14.679911,20.449919,1.000000,-0.012270,-0.010882,-0.010882,0.008808,0.007478,0.007478,
0.341225,-21.000000,25.000000,-15.943929,21.359936,1.000000,-0.012816,-0.011906,-0.011906,0.009566,0.008302,0.008302,
0.382698,-22.000000,24.000000,-17.155144,21.887949,1.000000,-0.013133,-0.012605,-0.012605,0.010293,0.009082,0.009082,
0.422044,-24.000000,23.000000,-18.524115,22.110359,1.000000,-0.013266,-0.013044,-0.013044,0.011114,0.009745,0.009745,
0.463388,-24.000000,23.000000,-19.619291,22.288288,1.000000,-0.013373,-0.013195,-0.013195,0.011772,0.010676,0.010676,
0.501615,-27.000000,23.000000,-21.095432,22.430630,1.000000,-0.013458,-0.013316,-0.013316,0.012657,0.011181,0.011181,
0.542318,-10000.000000,-10000.000000,-20.673523,21.982018,0.000000,-0.013189,-0.013638,-0.013638,0.012404,0.012826,0.012826,
0.586430,-10000.000000,-10000.000000,-20.260052,21.542377,0.000000,-0.012925,-0.013365,-0.013365,0.012156,0.012570,0.012570,
0.621549,-89.000000,22.000000,-34.008041,21.633902,1.000000,-0.012980,-0.012889,-0.012889,0.020405,0.006657,0.006657,
0.661644,-82.000000,25.000000,-43.606434,22.307121,1.000000,-0.013384,-0.012711,-0.012711,0.026164,0.016565,0.016565,
0.702072,-82.000000,26.000000,-51.285149,23.045696,1.000000,-0.013827,-0.013089,-0.013089,0.030771,0.023092,0.023092,
0.742797,-10000.000000,-10000.000000,-50.259445,22.584782,0.000000,-0.013551,-0.014012,-0.014012,0.030156,0.031181,0.031181,
0.782926,-10000.000000,-10000.000000,-49.254257,22.133085,0.000000,-0.013280,-0.013732,-0.013732,0.029553,0.030558,0.030558,
0.820897,-43.000000,26.000000,-48.003407,22.906467,1.000000,-0.013744,-0.012970,-0.012970,0.028802,0.030053,0.030053,
0.862453,-38.000000,26.000000,-46.002724,23.525173,1.000000,-0.014115,-0.013496,-0.013496,0.027602,0.029602,0.029602,
0.903249,-34.000000,26.000000,-43.602180,24.020138,1.000000,-0.014412,-0.013917,-0.013917,0.026161,0.028562,0.028562,
0.941123,-27.000000,26.000000,-40.281746,24.416111,1.000000,-0.014650,-0.014254,-0.014254,0.024169,0.027489,0.027489,
0.984475,-25.000000,26.000000,-37.225395,24.732889,1.000000,-0.014840,-0.014523,-0.014523,0.022335,0.025392,0.025392,
1.020899,-25.000000,26.000000,-34.780315,24.986311,1.000000,-0.014992,-0.014738,-0.014738,0.020868,0.023313,0.023313,
1.061429,-24.000000,25.000000,-32.624252,24.989048,1.000000,-0.014993,-0.014991,-0.014991,0.019575,0.021731,0.021731,
1.103089,-23.000000,27.000000,-30.699402,25.391239,1.000000,-0.015235,-0.014833,-0.014833,0.018420,0.020344,0.020344,
1.142836,-22.000000,29.000000,-28.959522,26.112991,1.000000,-0.015668,-0.014946,-0.014946,0.017376,0.019116,0.019116,
1.183149,-21.000000,28.000000,-27.367619,26.490393,1.000000,-0.015894,-0.015517,-0.015517,0.016421,0.018012,0.018012,
