0.000000,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.100000,-0.000000,-0.000000,-0.000000,-1.200000,
0.042755,-49.000000,-69.000000,-9.800000,-13.800000,1.000000,0.004140,0.004187,0.004187,0.100000,0.002940,0.003006,0.003006,-1.100000,
0.079557,-47.000000,-70.000000,-17.240000,-25.040001,1.000000,0.007512,0.007638,0.007638,0.200000,0.005172,0.005353,0.005353,-1.000000,
0.118286,-45.000000,-72.000000,-22.792000,-34.431999,1.000000,0.010330,0.010558,0.010558,0.500000,0.006838,0.007173,0.007173,-0.900000,
0.159122,-45.000000,-72.000000,-27.233601,-41.945599,1.000000,0.012584,0.012930,0.012930,0.600000,0.008170,0.008688,0.008688,-0.900000,
0.197696,-10000.000000,-10000.000000,-26.688929,-41.106686,0.000000,0.012332,0.012788,0.012788,0.900000,0.008007,0.008694,0.008694,-0.800000,
0.239963,-10000.000000,-10000.000000,-26.155149,-40.284554,0.000000,0.012085,0.012642,0.012642,1.000000,0.007847,0.008691,0.008691,-0.800000,
0.277538,-10000.000000,-10000.000000,-25.632046,-39.478863,0.000000,0.011844,0.012495,0.012495,1.100000,0.007690,0.008679,0.008679,-0.900000,
0.320867,-10000.000000,-75.000000,-25.119406,-38.689285,0.000000,0.011607,0.012344,0.012344,1.200000,0.007536,0.008660,0.008660,-0.900000,
0.358047,-40.000000,-75.000000,-28.095524,-45.951427,1.000000,0.013785,0.014620,0.014620,1.200000,0.008429,0.009715,0.009715,-0.900000,
0.397513,-40.000000,-75.000000,-30.476419,-51.761143,1.000000,0.015528,0.016466,0.016466,1.300000,0.009143,0.010611,0.010611,-0.900000,
0.438913,-40.000000,-75.000000,-29.866892,-50.725922,0.000000,0.015218,0.016250,0.016250,1.300000,0.008960,0.010595,0.010595,-0.900000,
0.478176,-40.000000,-75.000000,-31.893513,-55.580738,1.000000,0.016674,0.017806,0.017806,1.300000,0.009568,0.011386,0.011386,-0.900000,
0.520449,-40.000000,-75.000000,-33.514809,-59.464592,1.000000,0.017839,0.019074,0.019074,1.300000,0.010054,0.012064,0.012064,-1.000000,
0.558679,-40.000000,-76.000000,-34.811848,-62.771675,1.000000,0.018832,0.020170,0.020170,1.300000,0.010444,0.012650,0.012650,-1.000000,
0.597699,-10000.000000,-10000.000000,-34.115612,-61.516243,0.000000,0.018455,0.019888,0.019888,1.300000,0.010235,0.012623,0.012623,-1.000000,
0.637934,-41.000000,-78.000000,-35.492489,-64.812996,1.000000,0.019444,0.020974,0.020974,1.300000,0.010648,0.013225,0.013225,-1.100000,
0.678161,-41.000000,-80.000000,-36.593990,-67.850395,1.000000,0.020355,0.021983,0.021983,1.000000,0.010978,0.013749,0.013749,-1.500000,
0.718004,-42.000000,-81.000000,-37.675194,-70.480316,1.000000,0.021144,0.022869,0.022869,0.300000,0.011303,0.014269,0.014269,-2.100000,
0.759128,-43.000000,-83.000000,-38.740154,-72.984253,1.000000,0.021895,0.023718,0.023718,-0.700000,0.011622,0.014787,0.014787,-2.700000,
0.797703,-43.000000,-84.000000,-39.592125,-75.187401,1.000000,0.022556,0.024476,0.024476,-1.400000,0.011878,0.015242,0.015242,-3.600000,
0.839482,-46.000000,-86.000000,-40.873699,-77.349922,1.000000,0.023205,0.025223,0.025223,-1.900000,0.012262,0.015825,0.015825,-4.800000,
0.879044,-10000.000000,-10000.000000,-40.056225,-75.802925,0.000000,0.022741,0.024848,0.024848,-1.900000,0.012017,0.015762,0.015762,-5.200000,
0.920543,247.000000,186.000000,-39.255100,-74.286865,0.000000,0.022286,0.024475,0.024475,-1.900000,0.011777,0.015687,0.015687,-6.300000,
0.957880,-10000.000000,-10000.000000,-38.469997,-72.801125,0.000000,0.021840,0.024102,0.024102,-1.900000,0.011541,0.015602,0.015602,-6.700000,
0.997855,-76.000000,-113.000000,-45.975998,-80.840897,1.000000,0.024252,0.026619,0.026619,-1.800000,0.013793,0.018035,0.018035,-7.000000,
1.038712,-81.000000,-114.000000,-52.980797,-87.472717,1.000000,0.026242,0.028742,0.028742,-1.800000,0.015894,0.020340,0.020340,-7.300000,
1.078306,-86.000000,-115.000000,-59.584637,-92.978172,1.000000,0.027893,0.030552,0.030552,-1.700000,0.017875,0.022540,0.022540,-7.500000,
1.118257,-89.000000,-115.000000,-65.467712,-97.382538,1.000000,0.029215,0.032051,0.032051,-1.700000,0.019640,0.024534,0.024534,-7.700000,
1.158753,-91.000000,-115.000000,-70.574173,-100.906029,1.000000,0.030272,0.033302,0.033302,-1.700000,0.021172,0.026301,0.026301,-7.800000,
1.199660,-92.000000,-116.000000,-74.859337,-103.924820,1.000000,0.031177,0.034411,0.034411,-1.800000,0.022458,0.027824,0.027824,-7.600000,
1.239201,214.000000,174.000000,-73.362152,-101.846321,0.000000,0.030554,0.033975,0.033975,-2.100000,0.022009,0.027590,0.027590,-6.700000,
1.278371,-95.000000,-116.000000,-77.689720,-104.677055,1.000000,0.031403,0.035022,0.035022,-2.300000,0.023307,0.029106,0.029106,-6.100000,
1.317844,-95.000000,-117.000000,-81.151779,-107.141647,1.000000,0.032142,0.035966,0.035966,-3.200000,0.024346,0.030364,0.030364,-4.200000,
1.359010,-94.000000,-118.000000,-83.721420,-109.313316,1.000000,0.032794,0.036824,0.036824,-3.500000,0.025116,0.031353,0.031353,-3.100000,
1.397604,-90.000000,-120.000000,-84.977135,-111.450653,1.000000,0.033435,0.037667,0.037667,-3.600000,0.025493,0.031947,0.031947,-2.500000,
