44.707528,1,2.000000,198.111954,-0.008504,0.005149,1.000000,1.000000,1.000000,1.000000,2.390000,1845.224976,0.000000,0.000000,2.390000,259.404327,3.000000,-1.200000,1.000000,-47.000000,94.000000,107.393326
44.731107,1,2.000000,199.792252,-0.016537,0.008302,1.000000,1.000000,1.000000,1.000000,2.390000,1845.255981,0.000000,0.000000,2.390000,259.392090,2.900000,-1.300000,1.000000,-47.000000,94.000000,107.592422
44.764091,1,2.000000,201.399261,-0.022794,0.010646,1.000000,1.000000,1.000000,1.000000,2.410000,1845.296021,0.000000,0.000000,2.410000,259.393280,3.000000,-1.400000,1.000000,-46.000000,94.000000,107.818886
44.803267,1,2.000000,202.936432,-0.027538,0.012348,1.000000,1.000000,1.000000,1.000000,2.410000,1845.334961,0.000000,0.000000,2.410000,259.385529,3.000000,-1.400000,1.000000,-45.000000,93.000000,108.019768
44.843883,1,2.000000,204.378540,-0.031080,0.013641,1.000000,1.000000,1.000000,1.000000,2.410000,1845.375977,0.000000,0.000000,2.410000,259.300537,3.200000,-1.400000,1.000000,-45.000000,92.000000,108.868996
44.883489,1,2.000000,205.748398,-0.033766,0.014609,1.000000,1.000000,1.000000,1.000000,2.430000,1845.418945,0.000000,0.000000,2.430000,258.864014,3.200000,-1.200000,1.000000,-45.000000,92.000000,108.868996
44.923695,1,2.000000,207.028809,-0.035674,0.015418,1.000000,1.000000,1.000000,1.000000,2.430000,1845.458008,0.000000,0.000000,2.430000,257.892242,3.100000,-1.000000,1.000000,-46.000000,91.000000,108.853157
44.964271,1,2.000000,207.272949,-0.037066,0.016003,1.000000,1.000000,1.000000,1.000000,2.430000,1845.500000,0.000000,0.000000,2.430000,232.245285,3.800000,-1.900000,1.000000,-46.000000,91.000000,108.868996
45.004531,1,2.000000,207.486389,-0.038148,0.016411,1.000000,1.000000,1.000000,1.000000,2.430000,1845.538940,0.000000,0.000000,2.430000,231.000275,3.700000,-1.800000,1.000000,-46.000000,92.000000,108.178017
45.044249,1,2.000000,207.621277,-0.038888,0.016680,1.000000,1.000000,1.000000,1.000000,2.430000,1845.579956,0.000000,0.000000,2.430000,229.642944,3.700000,-1.600000,1.000000,-46.000000,92.000000,108.649536
45.083340,1,2.000000,207.724915,-0.039359,0.016841,1.000000,1.000000,1.000000,1.000000,2.440000,1845.719971,0.000000,0.000000,2.440000,228.973648,3.600000,-1.500000,1.000000,-46.000000,92.000000,108.657890
45.122726,1,2.000000,207.771652,-0.039521,0.016819,1.000000,1.000000,1.000000,1.000000,2.440000,1846.119995,0.000000,0.000000,2.440000,226.944214,3.600000,-1.300000,1.000000,-45.000000,91.000000,108.004158
45.164067,1,2.000000,207.804993,-0.039442,0.016753,1.000000,1.000000,1.000000,1.000000,2.470000,1846.510010,0.000000,0.000000,2.470000,225.593689,3.300000,-1.100000,1.000000,-45.000000,90.000000,106.955315
45.202966,1,2.000000,207.786087,-0.039077,0.016654,1.000000,1.000000,1.000000,1.000000,2.470000,1845.739014,0.000000,0.000000,2.470000,224.268692,3.000000,-0.900000,1.000000,-45.000000,88.000000,106.955315
45.244611,1,2.000000,207.764236,-0.038688,0.016630,1.000000,1.000000,1.000000,1.000000,2.470000,1845.780029,0.000000,0.000000,2.470000,223.069946,2.900000,-0.800000,1.000000,-46.000000,88.000000,105.851929
45.283282,1,2.000000,207.747025,-0.038184,0.016666,1.000000,1.000000,1.000000,1.000000,2.480000,1845.819946,0.000000,0.000000,2.480000,221.851456,3.000000,-0.800000,1.000000,-47.000000,87.000000,104.534454
45.324700,1,2.000000,207.766098,-0.037594,0.016652,1.000000,1.000000,1.000000,1.000000,2.480000,1845.859985,0.000000,0.000000,2.480000,221.180756,3.000000,-0.800000,1.000000,-47.000000,86.000000,102.938057
45.363160,1,2.000000,207.842224,-0.036741,0.016799,1.000000,1.000000,1.000000,1.000000,2.500000,1845.900024,0.000000,0.000000,2.500000,220.630829,3.100000,-0.900000,1.000000,-49.000000,83.000000,100.885529
45.402946,1,2.000000,208.017807,-0.035588,0.017171,1.000000,1.000000,1.000000,1.000000,2.500000,1845.938965,0.000000,0.000000,2.500000,220.140778,3.200000,-0.900000,1.000000,-52.000000,79.000000,97.733597
