0.000000,173.632050,0.296409,-0.201948,1.000000,81.869896,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-83.632065,0.000000,0.000000,
0.270020,173.742752,0.203213,0.640132,0.000000,-10000.000000,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,0.000000,0.069998,-0.014057,3.001465,0.000000,0.005450,0.000000,0.000000,0.000000,0.000000,3.001465,0.000000,0.005450,0.000000,0.000000,0.005450,0.000000,0.030365,0.000000,0.000000,0.000000,0.270020,0.000000,0.000000,0.000000,0.000000,0.000000,-83.742767,0.043205,0.136099,
0.323975,173.745316,1.947365,-0.056792,0.000000,-10000.000000,-10000.000000,-10000.000000,0.000102,-0.000020,0.003777,-0.000758,0.003986,-0.049707,4.002141,0.000000,0.007088,0.000000,0.000000,0.000000,0.000000,4.002141,0.000000,0.007088,0.000000,0.000000,0.007088,0.000000,0.040379,0.000000,0.003144,0.009905,0.323975,0.000000,0.000000,0.000000,0.000000,0.000000,-83.745331,0.099691,-0.002907,
0.377075,173.758972,-0.450784,0.065173,1.000000,80.537682,-40.000000,10.000000,-0.091220,-0.210180,0.003819,-0.003786,-0.003489,-0.010940,2.222816,0.000000,0.004102,0.000000,0.000000,0.000000,0.000000,2.222816,0.000000,0.004102,0.000000,0.000000,0.004102,0.000000,0.050384,0.000000,-22.231644,5.542583,0.377075,0.377075,183.221283,-40.000000,10.000000,80.537682,80.537682,-0.022730,0.003286,
0.426025,173.768387,0.632372,-1.509792,1.000000,80.537682,-40.000000,10.000000,-0.091037,-0.210378,0.003649,-0.004321,0.032326,0.020340,3.223339,0.000000,0.006569,0.000000,0.000000,0.000000,0.000000,3.223339,0.000000,0.006569,0.000000,0.000000,0.006569,0.000000,0.060396,0.000000,-19.256964,12.435309,0.426025,0.377075,183.221283,-40.000000,10.000000,80.537682,99.452896,0.029510,-0.070456,
1.235962,173.809372,-0.038656,-2.953793,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.077479,-0.207206,0.029831,0.012153,0.653420,0.099545,4.274137,0.000000,0.056814,0.000000,0.000000,0.000000,0.000000,4.274137,0.000000,0.056814,0.000000,0.000000,0.056814,0.000000,0.073676,0.000000,-19.174662,11.032094,1.235962,0.377075,183.221283,-40.000000,10.000000,80.537682,99.411903,-0.017298,-1.321806,
0.593994,173.814804,0.359620,0.679973,0.000000,-10000.000000,-10000.000000,-10000.000000,0.038015,-0.194496,-0.389644,-0.051751,0.654107,-0.218439,5.231767,0.000000,0.008855,0.000000,0.000000,0.000000,0.000000,5.231767,0.000000,0.008855,0.000000,0.000000,0.008855,0.000000,0.085736,0.000000,-19.809370,-0.571576,0.593994,0.377075,183.221283,-40.000000,10.000000,80.537682,99.406479,-0.644815,-1.219222,
0.636963,173.838287,-0.376933,-2.472640,1.000000,78.690071,-41.000000,9.000000,-0.094179,-0.311106,-0.361771,-0.061367,0.048423,-0.017603,2.436383,0.000000,0.004902,0.000000,0.000000,0.000000,0.000000,2.436383,0.000000,0.004902,0.000000,0.000000,0.004902,0.000000,0.095730,0.000000,-32.353470,3.133670,0.636963,0.636963,185.148224,-41.000000,9.000000,78.690071,78.690071,-0.015529,-0.101869,
0.679077,173.862350,-0.123733,-2.541933,1.000000,78.690071,-41.000000,9.000000,-0.109371,-0.313706,-0.359732,-0.062109,0.050859,0.007600,3.436966,0.000000,0.008933,0.000000,0.000000,0.000000,0.000000,3.436966,0.000000,0.008933,0.000000,0.000000,0.008933,0.000000,0.105739,0.000000,-28.623571,16.865000,0.679077,0.636963,185.148224,-41.000000,9.000000,78.690071,101.285866,-0.005000,-0.102725,
0.713013,173.869675,2.398763,1.269442,1.000000,78.690071,-41.000000,9.000000,-0.121550,-0.315810,-0.358006,-0.061851,-0.028129,0.034531,4.437694,0.000000,0.012522,0.000000,0.000000,0.000000,0.000000,4.437694,0.000000,0.012522,0.000000,0.000000,0.012522,0.000000,0.115745,0.000000,-28.593811,18.096800,0.713013,0.636963,185.148224,-41.000000,9.000000,78.690071,101.278542,0.078732,0.041665,
