0.000000,190.902954,-0.336612,-0.531728,0.000000,-10000.000000,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
,0.247009,190.804657,-0.309187,-0.520543,0.000000,-10000.000000,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,0.000000,-0.072477,-0.069042,3.001225,0.000000,0.004978,0.000000,0.000000,0.000000,0.000000,3.001225,0.000000,0.004978,0.000000,0.000000,0.004978,0.000000,0.030305,0.000000,0.000000,0.000000,0.247009,0.000000,0.000000,0.000000,0.000000,0.000000
,0.307007,190.781372,-0.325586,-0.551463,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.000130,-0.000124,-0.004348,-0.004142,-0.024218,-0.024298,4.001931,0.000000,0.006797,0.000000,0.000000,0.000000,0.000000,4.001931,0.000000,0.006797,0.000000,0.000000,0.006797,0.000000,0.040323,0.000000,-0.009559,-0.015272,0.307007,0.000000,0.000000,0.000000,0.000000,0.000000
,0.481995,190.708496,-0.328693,-0.539785,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.001262,-0.001221,-0.008586,-0.008394,-0.054293,-0.061345,5.005546,0.000000,0.013866,0.000000,0.000000,0.000000,0.000000,5.005546,0.000000,0.013866,0.000000,0.000000,0.013866,0.000000,0.050476,0.000000,-0.102667,-0.142485,0.481995,0.000000,0.000000,0.000000,0.000000,0.000000
,0.528992,190.693573,-0.293010,-0.519594,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.001726,-0.001683,-0.011138,-0.011277,-0.016035,-0.019989,6.006960,0.000000,0.016239,0.000000,0.000000,0.000000,0.000000,6.006960,0.000000,0.016239,0.000000,0.000000,0.016239,0.000000,0.060487,0.000000,-0.143036,-0.194056,0.528992,0.000000,0.000000,0.000000,0.000000,0.000000
,0.640991,190.641418,-0.312291,-0.553386,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.003074,-0.003072,-0.012934,-0.013516,-0.033983,-0.047178,7.011356,0.000000,0.023017,0.000000,0.000000,0.000000,0.000000,7.011356,0.000000,0.023017,0.000000,0.000000,0.023017,0.000000,0.070550,0.000000,-0.271633,-0.339191,0.640991,0.000000,0.000000,0.000000,0.000000,0.000000
,0.675964,190.633713,-0.322658,-0.541740,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.003547,-0.003573,-0.014122,-0.015166,-0.012307,-0.016533,8.013052,0.000000,0.025484,0.000000,0.000000,0.000000,0.000000,8.013052,0.000000,0.025484,0.000000,0.000000,0.025484,0.000000,0.080556,0.000000,-0.316157,-0.391831,0.675964,0.000000,0.000000,0.000000,0.000000,0.000000
,0.717957,190.609863,-0.316173,-0.548088,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.004151,-0.004225,-0.014639,-0.015860,-0.013883,-0.020201,9.015334,0.000000,0.028867,0.000000,0.000000,0.000000,0.000000,9.015334,0.000000,0.028867,0.000000,0.000000,0.028867,0.000000,0.090565,0.000000,-0.380477,-0.453880,0.717957,0.000000,0.000000,0.000000,0.000000,0.000000
,0.753967,190.600174,-0.316091,-0.521915,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.004687,-0.004809,-0.015139,-0.016588,-0.011805,-0.016756,10.017530,0.000000,0.032128,0.000000,0.000000,0.000000,0.000000,10.017530,0.000000,0.032128,0.000000,0.000000,0.032128,0.000000,0.100571,0.000000,-0.434305,-0.512164,0.753967,0.000000,0.000000,0.000000,0.000000,0.000000
,0.799011,190.581497,-0.296709,-0.545686,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.005381,-0.005573,-0.015671,-0.017342,-0.013384,-0.021900,11.020628,0.000000,0.036659,0.000000,0.000000,0.000000,0.000000,11.020628,0.000000,0.036659,0.000000,0.000000,0.036659,0.000000,0.110581,0.000000,-0.509235,-0.583788,0.799011,0.000000,0.000000,0.000000,0.000000,0.000000
,0.833984,190.567474,-0.306489,-0.525057,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.005937,-0.006193,-0.016139,-0.018108,-0.010638,-0.016785,12.023327,0.000000,0.040526,0.000000,0.000000,0.000000,0.000000,12.023327,0.000000,0.040526,0.000000,0.000000,0.040526,0.000000,0.120588,0.000000,-0.570696,-0.640571,0.833984,0.000000,0.000000,0.000000,0.000000,0.000000
,0.875000,190.548492,-0.299824,-0.547435,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.006608,-0.006950,-0.016575,-0.018797,-0.011727,-0.020549,13.026855,0.000000,0.045472,0.000000,0.000000,0.000000,0.000000,13.026855,0.000000,0.045472,0.000000,0.000000,0.045472,0.000000,0.130596,0.000000,-0.648504,-0.706472,0.875000,0.000000,0.000000,0.000000,0.000000,0.000000
,0.917969,190.531677,-0.306900,-0.553249,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.007331,-0.007777,-0.017079,-0.019680,-0.012159,-0.021882,14.031004,0.000000,0.051084,0.000000,0.000000,0.000000,0.000000,14.031004,0.000000,0.051084,0.000000,0.000000,0.051084,0.000000,0.140605,0.000000,-0.732537,-0.778184,0.917969,0.000000,0.000000,0.000000,0.000000,0.000000
,0.959961,190.514938,-0.311700,-0.530365,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.008059,-0.008622,-0.017590,-0.020599,-0.011744,-0.020737,15.035542,0.000000,0.056989,0.000000,0.000000,0.000000,0.000000,15.035542,0.000000,0.056989,0.000000,0.000000,0.056989,0.000000,0.150614,0.000000,-0.819597,-0.849205,0.959961,0.000000,0.000000,0.000000,0.000000,0.000000
,1.005981,190.486481,-0.320664,-0.539219,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.008881,-0.009592,-0.018130,-0.021553,-0.012489,-0.023302,16.041107,0.000000,0.063920,0.000000,0.000000,0.000000,0.000000,16.041107,0.000000,0.063920,0.000000,0.000000,0.063920,0.000000,0.160625,0.000000,-0.929852,-0.918782,1.005981,0.000000,0.000000,0.000000,0.000000,0.000000
,1.044983,190.469345,-0.313064,-0.552912,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.009597,-0.010451,-0.018617,-0.022462,-0.010073,-0.020664,17.046337,0.000000,0.070185,0.000000,0.000000,0.000000,0.000000,17.046337,0.000000,0.070185,0.000000,0.000000,0.070185,0.000000,0.170632,0.000000,-1.022269,-0.983970,1.044983,0.000000,0.000000,0.000000,0.000000,0.000000
,1.081970,190.454239,-0.319383,-0.548567,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.010293,-0.011295,-0.018990,-0.023226,-0.009519,-0.019680,18.051762,0.000000,0.076496,0.000000,0.000000,0.000000,0.000000,18.051762,0.000000,0.076496,0.000000,0.000000,0.076496,0.000000,0.180639,0.000000,-1.112837,-1.047330,1.081970,0.000000,0.000000,0.000000,0.000000,0.000000
,1.513977,190.433777,-0.308573,-0.532390,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.019385,-0.023166,-0.023102,-0.031728,-0.059205,-0.129745,19.151611,0.000000,0.154735,0.000000,0.000000,0.000000,0.000000,19.151611,0.000000,0.154735,0.000000,0.000000,0.154735,0.000000,0.191572,0.000000,-2.154127,-2.117542,1.513977,0.000000,0.000000,0.000000,0.000000,0.000000
,1.903992,190.416595,-0.317839,-0.555098,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.032898,-0.045408,-0.046193,-0.082330,-0.055305,-0.128778,20.301477,0.000000,0.229600,0.000000,0.000000,0.000000,0.000000,20.301477,0.000000,0.229600,0.000000,0.000000,0.229600,0.000000,0.202333,0.000000,-3.786494,-4.135699,1.903992,0.000000,0.000000,0.000000,0.000000,0.000000
,1.209961,190.399109,-0.326535,-0.548072,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.014158,-0.019283,-0.007809,0.007045,-0.450052,-1.048474,21.080528,0.000000,0.088339,0.000000,0.000000,0.000000,0.000000,21.080528,0.000000,0.088339,0.000000,0.000000,0.088339,0.000000,0.214741,0.000000,-1.657065,-1.725412,1.209961,0.000000,0.000000,0.000000,0.000000,0.000000
,1.244995,190.383682,-0.325556,-0.540936,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.014708,-0.019680,-0.023576,-0.029687,-0.007944,-0.019083,22.086983,0.000000,0.095862,0.000000,0.000000,0.000000,0.000000,22.086983,0.000000,0.095862,0.000000,0.000000,0.095862,0.000000,0.224747,0.000000,-1.743688,-1.730809,1.244995,0.000000,0.000000,0.000000,0.000000,0.000000
,1.284973,190.364716,-0.317858,-0.548511,0.000000,-10000.000000,-10000.000000,-10000.000000,-0.015657,-0.020882,-0.023894,-0.030450,-0.008244,-0.021972,23.095007,0.000000,0.104847,0.000000,0.000000,0.000000,0.000000,23.095007,0.000000,0.104847,0.000000,0.000000,0.104847,0.000000,0.234755,0.000000,-1.889673,-1.800275,1.284973,0.000000,0.000000,0.000000,0.000000,0.000000
