46.647147,1,0.300000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.280000,79.920998,0.000000,0.000000,0.280000,100.780037,-2.100000,6.500000,
46.694838,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.270000,79.977997,0.000000,0.000000,0.270000,101.421715,-1.900000,6.000000,
46.729274,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.270000,80.017998,0.000000,0.000000,0.270000,101.526260,-1.800000,5.800000,
46.759417,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.280000,80.065002,0.000000,0.000000,0.280000,102.011208,-1.800000,5.700000,
46.827892,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.280000,80.105003,0.000000,0.000000,0.280000,102.414261,-1.800000,5.700000,
46.837589,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.280000,80.135002,0.000000,0.000000,0.280000,102.667313,-1.800000,5.800000,
46.878250,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.280000,80.181999,0.000000,0.000000,0.280000,103.218254,-1.800000,5.800000,
46.917587,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.280000,80.213997,0.000000,0.000000,0.280000,103.452988,-1.800000,5.800000,
46.956880,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.280000,80.261002,0.000000,0.000000,0.280000,104.563126,-1.900000,5.800000,
46.997105,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.280000,80.295998,0.000000,0.000000,0.280000,105.600639,-1.900000,5.800000,
47.038021,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.280000,80.344002,0.000000,0.000000,0.280000,105.553108,-1.800000,5.800000,
47.084318,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.270000,80.378998,0.000000,0.000000,0.270000,105.018837,-1.500000,5.800000,
47.121079,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.270000,80.417000,0.000000,0.000000,0.270000,105.102669,-1.500000,5.700000,
47.158791,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.270000,80.459000,0.000000,0.000000,0.270000,105.487732,-1.700000,5.700000,
