29.087046,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.453003,0.000000,0.000000,0.200000,161.927017,-6.000000,-6.800000,
29.095485,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.466980,0.000000,0.000000,0.200000,161.928497,-6.000000,-6.800000,
29.134686,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.497986,0.000000,0.000000,0.200000,161.922775,-6.000000,-6.800000,
29.175599,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.536011,0.000000,0.000000,0.200000,161.925049,-6.000000,-6.800000,
29.217419,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.583008,0.000000,0.000000,0.200000,161.927704,-6.000000,-6.800000,
29.254989,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.625977,0.000000,0.000000,0.200000,161.931610,-6.000000,-6.800000,
29.295130,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.664001,0.000000,0.000000,0.200000,161.937424,-6.000000,-6.800000,
29.334383,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.703003,0.000000,0.000000,0.200000,161.937698,-6.000000,-6.800000,
29.375162,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.736023,0.000000,0.000000,0.200000,161.942932,-6.000000,-6.800000,
29.416965,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.984985,0.000000,0.000000,0.200000,161.924713,-6.000000,-6.800000,
29.454579,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,661.364990,0.000000,0.000000,0.200000,161.932922,-6.000000,-6.800000,
29.494231,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.856018,0.000000,0.000000,0.200000,162.073929,-5.600000,-6.700000,
29.535151,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.900024,0.000000,0.000000,0.200000,161.964157,-4.300000,-6.000000,
29.575267,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.939026,0.000000,0.000000,0.200000,161.782898,-1.800000,-4.800000,
29.615186,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,660.979004,0.000000,0.000000,0.200000,161.555527,0.200000,-5.000000,
29.655039,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.200000,661.018982,0.000000,0.000000,0.200000,161.310593,1.400000,-4.500000,
29.694444,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.220000,661.062012,0.000000,0.000000,0.220000,161.209030,2.100000,-3.800000,
29.736001,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.220000,661.101990,0.000000,0.000000,0.220000,161.225891,2.500000,-3.800000,
29.777073,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.220000,661.133972,0.000000,0.000000,0.220000,161.200775,2.600000,-3.500000,
29.817282,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.230000,661.177979,0.000000,0.000000,0.230000,161.305695,3.100000,-2.900000,
29.854393,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.230000,661.216980,0.000000,0.000000,0.230000,161.424271,3.200000,-2.900000,
29.894816,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.320000,661.260986,0.000000,0.000000,0.320000,161.722504,2.500000,-1.600000,
29.935572,1,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.320000,661.302979,0.000000,0.000000,0.320000,162.040558,2.900000,-1.300000,
