0.000000,-62.000000,-19.000000,0.000000,0.000000,1.000000,0.000000,-0.014266,0.000000,-0.005786
,0.185059,-63.000000,-20.000000,-12.600000,-4.000000,1.000000,-0.004000,-0.009289,-0.012600,-0.017660
,0.228027,-63.000000,-20.000000,-22.680000,-7.200000,1.000000,-0.007200,-0.006722,-0.022680,-0.018463
,0.270996,-69.000000,-19.000000,-31.944000,-9.559999,1.000000,-0.009560,-0.004270,-0.031944,-0.027755
,0.305054,-10000.000000,-10000.000000,-31.305120,-9.368799,0.000000,-0.009369,-0.004461,-0.031305,-0.027116
,0.384033,-75.000000,-15.000000,-40.044098,-10.495039,1.000000,-0.010495,-0.002412,-0.040044,-0.033163
,0.416992,-75.000000,-15.000000,-47.035278,-11.396031,1.000000,-0.011396,-0.001511,-0.047035,-0.039294
,0.458008,-77.000000,-12.000000,-53.028221,-11.516825,1.000000,-0.011517,-0.000505,-0.053028,-0.045438
,0.499023,-77.000000,-13.000000,-57.822578,-11.813459,1.000000,-0.011813,-0.000209,-0.057823,-0.049388
,0.537964,-75.000000,-13.000000,-61.258064,-12.050768,1.000000,-0.012051,0.000029,-0.061258,-0.051980
,0.578003,-75.000000,-13.000000,-64.006454,-12.240614,1.000000,-0.012241,-0.000020,-0.064006,-0.054544
,0.608032,-74.000000,-14.000000,-66.005165,-12.592491,1.000000,-0.012592,0.000332,-0.066005,-0.056543
,0.650024,-69.000000,-18.000000,-66.604134,-13.673993,1.000000,-0.013674,0.001413,-0.066604,-0.057142
,0.688965,-68.000000,-18.000000,-66.883308,-14.539194,1.000000,-0.014539,0.002199,-0.066883,-0.057360
,0.729004,-68.000000,-18.000000,-67.106644,-15.231356,1.000000,-0.015231,0.002891,-0.067107,-0.057583
,0.771973,-66.000000,-19.000000,-66.885315,-15.985085,1.000000,-0.015985,0.003645,-0.066885,-0.057362
,0.813965,-65.000000,-19.000000,-66.508255,-16.588068,1.000000,-0.016588,0.003598,-0.066508,-0.055252
,0.853027,-65.000000,-19.000000,-66.206604,-17.070454,1.000000,-0.017070,0.004080,-0.066207,-0.054951
