0.040319,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,25.400000,-0.000000,-0.000000,-0.000000,-14.600000,-10000.000000,160.703033,95.000000,
0.086531,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,25.400000,-0.000000,-0.000000,-0.000000,-14.600000,-10000.000000,160.703033,95.000000,
0.119342,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,17.500000,-0.000000,-0.000000,-0.000000,-2.600000,-10000.000000,172.400452,95.000000,
0.159115,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,17.500000,-0.000000,-0.000000,-0.000000,-2.600000,-10000.000000,172.400452,95.000000,
0.200303,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,12.300000,-0.000000,-0.000000,-0.000000,5.500000,-10000.000000,175.088242,95.000000,
0.240292,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,12.300000,-0.000000,-0.000000,-0.000000,5.500000,-10000.000000,175.088242,95.000000,
0.282005,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,12.300000,-0.000000,-0.000000,-0.000000,5.500000,-10000.000000,175.088242,95.000000,
0.320524,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,12.300000,-0.000000,-0.000000,-0.000000,5.500000,-10000.000000,175.088242,95.000000,
0.358455,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,12.300000,-0.000000,-0.000000,-0.000000,5.500000,-10000.000000,175.088242,95.000000,
0.399442,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,12.300000,-0.000000,-0.000000,-0.000000,5.500000,-10000.000000,175.088242,95.000000,
0.440060,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,1.900000,-0.000000,-0.000000,-0.000000,29.100000,-10000.000000,176.644089,95.000000,
0.481733,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,3.200000,-0.000000,-0.000000,-0.000000,29.200001,-10000.000000,177.786850,95.000000,
0.521724,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,3.800000,-0.000000,-0.000000,-0.000000,28.600000,-10000.000000,178.142426,95.000000,
0.560047,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,5.900000,-0.000000,-0.000000,-0.000000,24.400000,-10000.000000,179.147003,95.000000,
0.600792,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,6.500000,-0.000000,-0.000000,-0.000000,22.799999,-10000.000000,179.411713,95.000000,
0.639403,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,6.500000,-0.000000,-0.000000,-0.000000,22.799999,-10000.000000,179.411713,95.000000,
0.681725,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,6.500000,-0.000000,-0.000000,-0.000000,22.799999,-10000.000000,179.411713,95.000000,
0.720561,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,6.500000,-0.000000,-0.000000,-0.000000,22.799999,-10000.000000,179.411713,95.000000,
0.760997,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,12.400000,-0.000000,-0.000000,-0.000000,7.200000,-10000.000000,180.624100,95.000000,
0.799799,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,13.400000,-0.000000,-0.000000,-0.000000,3.700000,-10000.000000,180.650162,95.000000,
0.839248,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,13.300000,-0.000000,-0.000000,-0.000000,2.300000,-10000.000000,180.616302,95.000000,
0.882320,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,11.500000,-0.000000,-0.000000,-0.000000,0.700000,-10000.000000,180.566986,95.000000,
0.920236,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,10.700000,-0.000000,-0.000000,-0.000000,0.500000,-10000.000000,180.559280,95.000000,
0.959974,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,8.700000,-0.000000,-0.000000,-0.000000,0.200000,-10000.000000,180.529266,95.000000,
0.999346,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,6.500000,-0.000000,-0.000000,-0.000000,0.100000,-10000.000000,180.495117,95.000000,
1.039181,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,3.400000,-0.000000,-0.000000,-0.000000,-0.300000,-10000.000000,180.446136,95.000000,
1.081145,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,3.400000,-0.000000,-0.000000,-0.000000,-0.300000,-10000.000000,180.446136,95.000000,
1.120940,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,3.400000,-0.000000,-0.000000,-0.000000,-0.300000,-10000.000000,180.446136,95.000000,
1.162069,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,3.400000,-0.000000,-0.000000,-0.000000,-0.300000,-10000.000000,180.446136,95.000000,
1.200645,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,3.400000,-0.000000,-0.000000,-0.000000,-0.300000,-10000.000000,180.446136,95.000000,
1.239646,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,3.400000,-0.000000,-0.000000,-0.000000,-0.300000,-10000.000000,180.446136,95.000000,
1.282001,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.400000,-0.000000,-0.000000,-0.000000,2.300000,-10000.000000,180.427032,95.000000,
1.319831,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.200000,-0.000000,-0.000000,-0.000000,4.000000,-10000.000000,180.442596,95.000000,
1.361645,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.100000,-0.000000,-0.000000,-0.000000,3.600000,-10000.000000,180.440842,95.000000,
1.400789,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.100000,-0.000000,-0.000000,-0.000000,3.400000,-10000.000000,180.425644,95.000000,
1.440738,-10000.000000,-10000.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.100000,-0.000000,-0.000000,-0.000000,3.400000,-10000.000000,180.425644,95.000000,
