0.000000,0.585171,0.156753,0.150700,-0.015686,-0.043316,0.147266
0.000000,0.585171,0.156753,0.150700,-0.015686,-0.043316,0.147266
0.040000,0.585171,0.156753,0.150700,-0.015686,-0.043316,0.147266
0.060000,0.586916,0.158113,0.152137,-0.030160,-0.038522,0.138201
0.080000,0.587057,0.158430,0.152240,-0.031402,-0.039532,0.136846
0.090000,0.588394,0.159647,0.153248,-0.038532,-0.045516,0.130041
0.140000,0.588905,0.159892,0.153184,-0.038851,-0.046257,0.126166
0.160000,0.589270,0.160340,0.153451,-0.045368,-0.045578,0.123528
0.170000,0.589270,0.160340,0.153451,-0.045368,-0.045578,0.123528
0.180000,0.589787,0.160831,0.153569,-0.047671,-0.049102,0.120420
0.190000,0.590155,0.161172,0.153585,-0.046437,-0.050859,0.116945
0.200000,0.589925,0.161217,0.153924,-0.050899,-0.050465,0.120357
0.210000,0.590621,0.161695,0.153914,-0.049501,-0.050123,0.114305
0.220000,0.590621,0.161695,0.153914,-0.049501,-0.050123,0.114305
0.230000,0.590999,0.162190,0.154396,-0.054773,-0.050928,0.112981
0.250000,0.591513,0.162562,0.154756,-0.057537,-0.048779,0.108256
0.260000,0.591594,0.162693,0.154959,-0.059691,-0.049166,0.108730
0.270000,0.592129,0.163037,0.154965,-0.058466,-0.047525,0.102475
0.280000,0.592229,0.163146,0.155217,-0.061461,-0.045058,0.101672
0.290000,0.592429,0.163264,0.155489,-0.063057,-0.047570,0.100183
0.300000,0.592429,0.163264,0.155489,-0.063057,-0.047570,0.100183
0.310000,0.592759,0.163733,0.155747,-0.062210,-0.045658,0.094283
0.320000,0.592764,0.163786,0.155985,-0.060255,-0.044874,0.094524
0.330000,0.592940,0.163848,0.156040,-0.059543,-0.043944,0.092704
0.340000,0.593126,0.163872,0.156175,-0.058081,-0.042408,0.091745
0.350000,0.593482,0.163966,0.155897,-0.052591,-0.045921,0.088958
0.360000,0.593482,0.163966,0.155897,-0.052591,-0.045921,0.088958
0.370000,0.593916,0.164207,0.156333,-0.050702,-0.031711,0.085049
0.390000,0.594230,0.164127,0.156339,-0.047629,-0.029437,0.083189
0.400000,0.594378,0.164157,0.156232,-0.044823,-0.025559,0.082447
0.410000,0.594558,0.164150,0.155805,-0.039698,-0.025520,0.083162
0.420000,0.594558,0.164150,0.155805,-0.039698,-0.025520,0.083162
0.430000,0.594558,0.164150,0.155805,-0.039698,-0.025520,0.083162
0.440000,0.594764,0.164352,0.155530,-0.031876,-0.021424,0.083049
0.450000,0.594803,0.164358,0.155264,-0.027852,-0.022035,0.083695
0.460000,0.594875,0.164345,0.155028,-0.023946,-0.020648,0.083540
0.470000,0.594875,0.164345,0.155028,-0.023946,-0.020648,0.083540
0.480000,0.595003,0.164352,0.154489,-0.010190,-0.014749,0.080952
0.500000,0.595003,0.164352,0.154489,-0.010190,-0.014749,0.080952
0.510000,0.594843,0.164334,0.154029,-0.005393,-0.015012,0.081441
0.520000,0.594857,0.164247,0.153610,-0.003596,-0.019523,0.080907
0.530000,0.594092,0.164254,0.153315,0.001337,-0.017527,0.080151
0.550000,0.593008,0.164144,0.152590,0.008877,-0.027616,0.084965
0.570000,0.593008,0.164144,0.152590,0.008877,-0.027616,0.084965
0.580000,0.592029,0.164038,0.152091,0.017139,-0.028753,0.088046
0.590000,0.592029,0.164038,0.152091,0.017139,-0.028753,0.088046
0.600000,0.591380,0.163927,0.151823,0.022694,-0.022118,0.088231
0.610000,0.590540,0.163937,0.151799,0.025487,-0.019934,0.091140
0.620000,0.589729,0.163720,0.151681,0.030481,-0.016094,0.092127
0.640000,0.589729,0.163720,0.151681,0.030481,-0.016094,0.092127
0.650000,0.589072,0.163523,0.151652,0.035760,-0.015880,0.093210
0.660000,0.589072,0.163523,0.151652,0.035760,-0.015880,0.093210
0.670000,0.588706,0.163304,0.151807,0.037404,-0.014258,0.093757
0.680000,0.588673,0.163209,0.151984,0.038447,-0.011693,0.094042
0.690000,0.588702,0.163016,0.152179,0.038720,-0.010607,0.094146
0.710000,0.589164,0.162978,0.152071,0.040128,-0.013923,0.092279
0.720000,0.588945,0.163004,0.152197,0.036902,-0.014006,0.094243
0.730000,0.588945,0.163004,0.152197,0.036902,-0.014006,0.094243
0.740000,0.589266,0.163194,0.152060,0.034896,-0.015895,0.094706
0.750000,0.589684,0.163282,0.151883,0.034407,-0.017587,0.093812
0.760000,0.589593,0.163483,0.151879,0.032111,-0.016521,0.094765
0.770000,0.589593,0.163483,0.151879,0.032111,-0.016521,0.094765
0.780000,0.590092,0.163779,0.151428,0.027503,-0.020323,0.093656
0.790000,0.588202,0.158608,0.143515,0.039710,-0.198319,0.159748
0.800000,0.588266,0.158821,0.143486,0.039131,-0.201354,0.160500
0.810000,0.588332,0.159045,0.143520,0.039228,-0.202580,0.160370
0.820000,0.590374,0.164599,0.151726,0.026040,-0.026658,0.092991
0.840000,0.590374,0.164599,0.151726,0.026040,-0.026658,0.092991
0.850000,0.590374,0.164599,0.151726,0.026040,-0.026658,0.092991
0.860000,0.590374,0.164599,0.151726,0.026040,-0.026658,0.092991
0.870000,0.590438,0.165360,0.152418,0.019571,-0.032085,0.096564
0.880000,0.590350,0.165546,0.152686,0.017191,-0.031371,0.097556
0.890000,0.590350,0.165546,0.152686,0.017191,-0.031371,0.097556
0.900000,0.590541,0.165816,0.153107,0.013637,-0.032105,0.099242
0.910000,0.590541,0.165816,0.153107,0.013637,-0.032105,0.099242
0.920000,0.590541,0.165816,0.153107,0.013637,-0.032105,0.099242
0.930000,0.590714,0.166220,0.153991,0.010202,-0.033196,0.103795
0.950000,0.590714,0.166220,0.153991,0.010202,-0.033196,0.103795
0.960000,0.591091,0.166701,0.154870,0.003654,-0.028495,0.106373
0.970000,0.591181,0.166952,0.155144,0.002740,-0.028293,0.106852
0.980000,0.591181,0.166952,0.155144,0.002740,-0.028293,0.106852
0.990000,0.591645,0.167273,0.155954,0.001424,-0.027137,0.107164
1.000000,0.591689,0.167629,0.156216,0.000977,-0.026173,0.108408
1.010000,0.591571,0.168323,0.156370,0.002013,-0.023966,0.112847
1.020000,0.591571,0.168323,0.156370,0.002013,-0.023966,0.112847
1.030000,0.591571,0.168323,0.156370,0.002013,-0.023966,0.112847
1.040000,0.591571,0.168323,0.156370,0.002013,-0.023966,0.112847
1.050000,0.592435,0.170132,0.158076,0.005415,-0.023876,0.116402
1.070000,0.592567,0.170661,0.158344,0.006505,-0.025085,0.118098
1.080000,0.592841,0.171137,0.158651,0.007135,-0.025679,0.119183
1.090000,0.592699,0.171911,0.159110,0.008830,-0.024381,0.122610
1.100000,0.592944,0.172383,0.159299,0.013310,-0.027817,0.122920
1.110000,0.592846,0.172934,0.159762,0.013755,-0.027799,0.125584
1.120000,0.592846,0.172934,0.159762,0.013755,-0.027799,0.125584
1.130000,0.592846,0.172934,0.159762,0.013755,-0.027799,0.125584
1.140000,0.592846,0.172934,0.159762,0.013755,-0.027799,0.125584
1.150000,0.592846,0.172934,0.159762,0.013755,-0.027799,0.125584
1.160000,0.592846,0.172934,0.159762,0.013755,-0.027799,0.125584
1.170000,0.592846,0.172934,0.159762,0.013755,-0.027799,0.125584
1.180000,0.592846,0.172934,0.159762,0.013755,-0.027799,0.125584
1.190000,0.592846,0.172934,0.159762,0.013755,-0.027799,0.125584
1.200000,0.594190,0.179084,0.164747,0.006404,-0.016456,0.137875
1.220000,0.594180,0.179886,0.166198,0.015006,-0.009009,0.142566
1.230000,0.594404,0.180493,0.166756,0.020227,-0.009295,0.142065
1.240000,0.594430,0.181122,0.167489,0.024021,-0.006561,0.143839
1.250000,0.594424,0.181778,0.168173,0.026870,-0.005797,0.145353
1.260000,0.594466,0.182540,0.168673,0.028927,-0.005788,0.146576
1.270000,0.594466,0.182540,0.168673,0.028927,-0.005788,0.146576
1.280000,0.594466,0.182540,0.168673,0.028927,-0.005788,0.146576
1.290000,0.594466,0.182540,0.168673,0.028927,-0.005788,0.146576
1.300000,0.593957,0.185330,0.171320,0.032629,-0.013277,0.153568
1.310000,0.593989,0.186095,0.172538,0.029792,-0.003761,0.153000
1.320000,0.593989,0.186095,0.172538,0.029792,-0.003761,0.153000
1.340000,0.593989,0.186095,0.172538,0.029792,-0.003761,0.153000
1.350000,0.593989,0.186095,0.172538,0.029792,-0.003761,0.153000
1.360000,0.593914,0.189354,0.175933,0.036504,-0.002894,0.157610
1.370000,0.593666,0.190197,0.176558,0.038016,-0.002374,0.161142
1.380000,0.593541,0.190854,0.177278,0.037920,-0.002779,0.161400
1.390000,0.593541,0.190854,0.177278,0.037920,-0.002779,0.161400
1.400000,0.593541,0.190854,0.177278,0.037920,-0.002779,0.161400
1.410000,0.593541,0.190854,0.177278,0.037920,-0.002779,0.161400
1.420000,0.592840,0.193507,0.179832,0.038124,-0.006879,0.162207
1.430000,0.592523,0.194197,0.180832,0.039380,-0.006952,0.161996
1.440000,0.592523,0.194197,0.180832,0.039380,-0.006952,0.161996
1.450000,0.591726,0.196356,0.183244,0.039196,-0.014716,0.163700
1.470000,0.591355,0.197003,0.184491,0.038806,-0.009606,0.163604
1.480000,0.591355,0.197003,0.184491,0.038806,-0.009606,0.163604
1.490000,0.591355,0.197003,0.184491,0.038806,-0.009606,0.163604
1.500000,0.590235,0.198991,0.187850,0.041806,-0.007339,0.164206
1.510000,0.590235,0.198991,0.187850,0.041806,-0.007339,0.164206
1.520000,0.590235,0.198991,0.187850,0.041806,-0.007339,0.164206
1.530000,0.588634,0.201138,0.192017,0.044079,-0.008162,0.162115
1.540000,0.588634,0.201138,0.192017,0.044079,-0.008162,0.162115
1.550000,0.588634,0.201138,0.192017,0.044079,-0.008162,0.162115
1.560000,0.586721,0.203294,0.196684,0.045758,-0.013763,0.164418
1.570000,0.586721,0.203294,0.196684,0.045758,-0.013763,0.164418
1.590000,0.586721,0.203294,0.196684,0.045758,-0.013763,0.164418
1.600000,0.586721,0.203294,0.196684,0.045758,-0.013763,0.164418
1.610000,0.583217,0.206689,0.207918,0.045617,-0.010280,0.158308
1.620000,0.583217,0.206689,0.207918,0.045617,-0.010280,0.158308
1.630000,0.581581,0.208508,0.213392,0.048154,-0.007425,0.157804
1.640000,0.580419,0.209128,0.216081,0.049078,-0.009259,0.159174
1.650000,0.580419,0.209128,0.216081,0.049078,-0.009259,0.159174
1.660000,0.578460,0.210557,0.221628,0.049866,-0.017512,0.156499
1.670000,0.577108,0.211527,0.224645,0.052118,-0.020206,0.157562
1.680000,0.574917,0.212966,0.231642,0.055688,-0.017347,0.154049
1.700000,0.573723,0.213803,0.234705,0.056343,-0.019340,0.154101
1.710000,0.573723,0.213803,0.234705,0.056343,-0.019340,0.154101
1.720000,0.571376,0.215390,0.241845,0.056157,-0.013049,0.150601
1.730000,0.571376,0.215390,0.241845,0.056157,-0.013049,0.150601
1.740000,0.568495,0.216934,0.249272,0.055671,-0.008255,0.149841
1.750000,0.567265,0.217618,0.253284,0.050654,-0.010226,0.149218
1.760000,0.567265,0.217618,0.253284,0.050654,-0.010226,0.149218
1.770000,0.567265,0.217618,0.253284,0.050654,-0.010226,0.149218
1.780000,0.562735,0.220151,0.265478,0.043392,-0.006936,0.147258
1.790000,0.561216,0.220889,0.269608,0.042580,-0.010445,0.146799
1.810000,0.557757,0.222705,0.279447,0.032100,0.004197,0.142404
