1562611024.000000,0.000542,0.000424,0.000589,0.025408,2.477589,0.020558,0.006443,0.013446,0.014153,0.020150,0.053380,0.186568
1562611024.000000,0.000534,0.000030,-0.000172,-0.021041,2.422522,-0.034104,-0.003709,0.002753,0.001486,-0.022827,0.056939,0.099920
1562611024.000000,0.000369,0.000265,-0.000065,0.014905,2.406681,0.161860,-0.005117,0.021893,0.008869,0.047567,0.004053,0.130579
1562611024.000000,0.000386,0.000712,0.000086,0.004333,2.423339,0.073789,0.000691,-0.014667,0.005220,-0.063609,-0.002165,-0.199369
1562611024.000000,0.000839,0.000728,0.000843,0.007163,2.467822,0.056205,-0.005329,0.034838,0.015270,0.110610,-0.077331,0.178679
1562611024.000000,0.001196,-0.000128,0.000033,-0.037360,2.389354,-0.032113,0.009288,-0.021980,-0.008324,0.033494,-0.058517,-0.064261
1562611024.000000,0.001009,0.001112,0.000614,0.064507,2.460776,0.111095,-0.004988,0.044745,0.005225,0.008179,-0.087824,0.187150
1562611024.000000,0.001042,0.001198,0.000787,0.049551,2.408822,0.195605,0.000005,0.021630,0.016187,-0.054807,-0.080347,0.062236
1562611024.000000,0.001115,0.001283,0.000873,0.023892,2.371007,0.185246,0.005898,0.002171,0.009684,-0.056691,0.012673,-0.099053
1562611024.000000,0.001019,0.000279,0.000293,-0.028520,2.429047,0.021748,0.000408,-0.014840,0.000095,0.018611,-0.044401,-0.165597
1562611024.000000,0.000961,0.000092,0.000216,-0.008833,2.423727,-0.020717,-0.004123,-0.010126,-0.006798,0.044444,0.030555,0.121018
1562611024.000000,0.000980,0.000185,0.000260,0.001937,2.460654,0.028835,0.001592,0.007534,0.000605,0.002940,-0.026369,0.176573
1562611024.000000,0.000149,0.000650,-0.000553,0.029067,2.345193,0.196782,-0.014610,0.009928,-0.000142,0.024954,0.037205,0.123298
1562611024.000000,0.000002,0.000633,-0.000574,0.042623,2.351431,0.169143,-0.008845,-0.013365,-0.002598,0.000516,0.022914,-0.191158
1562611024.000000,0.000546,0.000229,-0.000535,0.006225,2.394933,0.002958,0.001787,-0.042871,-0.008012,-0.063756,0.046069,-0.182710
1562611024.000000,0.000498,0.000249,-0.000629,-0.034284,2.434273,-0.071010,-0.003804,-0.011712,-0.011346,-0.026521,-0.007526,-0.036687
1562611024.000000,0.000461,0.000254,-0.000616,-0.022883,2.452098,-0.028814,-0.004403,0.007498,0.001695,0.065335,0.001500,0.162078
1562611024.000000,0.000768,0.001020,-0.000160,0.071366,2.396130,0.203615,0.001851,0.045335,0.014133,0.076455,-0.118689,0.178056
1562611024.000000,0.000842,0.000835,-0.000060,0.070406,2.370006,0.226869,0.005055,0.002362,0.014443,-0.074283,-0.050115,-0.058419
1562611024.000000,0.000804,0.000657,0.000040-0.002134,2.355798,0.092413,-0.002894,-0.023558,0.002796,-0.065612,0.010614,-0.239629
1562611024.000000,0.001331,0.000041,0.000860-0.047462,2.414253,-0.067747,0.019541,-0.012709,0.008825,0.042013,-0.010148,-0.104031
1562611024.000000,0.001435,0.000009,0.0009650.010999,2.417268,-0.017823,0.003747,0.008699,0.009433,0.038222,0.064467,0.204847
1562611024.000000,0.001454,0.000746,0.0015030.055546,2.390826,0.216542,0.020991,0.006339,0.026889,-0.021897,-0.014784,0.099729
1562611024.000000,0.001797,0.000711,0.0019520.006648,2.363129,0.164638,0.028265,-0.011077,0.034881,-0.033732,-0.068087,-0.178870
1562611024.000000,0.002002,0.000561,0.002111-0.005133,2.390588,0.049372,0.025336,-0.020972,0.020266,-0.018585,-0.008116,-0.191592
1562611024.000000,0.001072,0.000262,0.001205-0.033490,2.459379,-0.053704,-0.002734,0.000573,0.002888,0.047497,0.053768,0.106569
1562611024.000000,0.001062,0.000391,0.0013910.004850,2.461419,0.106992,-0.000866,0.016319,0.015475,0.058359,0.054662,0.204736
1562611024.000000,0.000665,0.000690,-0.0000260.055548,2.383388,0.219111,-0.004487,-0.002458,-0.004875,0.003201,0.019071,0.034716
1562611024.000000,0.000694,0.000601,-0.0000460.033857,2.359789,0.160653,0.000689,-0.016324,0.000095,-0.024892,0.010212,-0.176056
1562611024.000000,0.000344,-0.000344,-0.000843-0.040250,2.403156,-0.077724,-0.000240,-0.050060,-0.025721,0.043034,-0.008258,-0.007617
1562611024.000000,0.000499,-0.000026,-0.001120-0.002676,2.440413,-0.025508,0.011544,0.009121,-0.028769,0.053749,-0.065912,0.193223
1562611024.000000,0.000457,0.000192,-0.0015550.053734,2.400068,0.182375,-0.002631,0.017743,-0.018942,-0.044104,-0.043872,0.052689
1562611024.000000,0.000595,0.001370,0.0001860.016038,2.416093,0.175108,0.011600,0.036141,0.018837,-0.120686,0.006566,-0.171182
1562611024.000000,0.000555,0.001502,0.000001-0.058564,2.460774,-0.004107,0.002336,0.015461,-0.006796,-0.024211,-0.042685,-0.179365
1562611024.000000,0.000702,0.001842,0.000016-0.050108,2.507102,-0.035467,0.009123,0.040401,-0.000127,0.073968,-0.030853,0.054739
1562611024.000000,0.000805,0.001049,0.0001950.005422,2.427999,0.129044,-0.002602,0.046868,0.005450,0.000562,-0.041418,0.270236
1562611024.000000,0.000923,0.001014,0.0002500.010409,2.434818,0.206048,0.010073,0.027228,0.010165,0.013392,-0.060676,0.196131
1562611024.000000,0.000909,0.001253,0.000347-0.017384,2.382184,0.216089,-0.000833,0.002115,0.007893,-0.061083,0.018969,-0.138839
1562611024.000000,0.000416,0.000238,0.000114-0.061346,2.408018,0.061419,0.004062,-0.048515,0.013979,0.006348,0.040522,-0.242220
1562611024.000000,0.000433,0.000238,0.000148-0.065545,2.430393,0.001300,0.004847,-0.029533,0.010912,-0.001743,0.009685,-0.209984
1562611024.000000,0.000439,0.000087,0.000198-0.066260,2.423008,-0.050409,0.004102,-0.030543,0.010309,0.003928,0.036514,-0.103326
1562611024.000000,0.000439,0.000087,0.000198-0.066260,2.423008,-0.050409,0.004102,-0.030543,0.010309,0.003928,0.036514,-0.103326
1562611024.000000,0.000439,0.000087,0.000198-0.066260,2.423008,-0.050409,0.004102,-0.030543,0.010309,0.003928,0.036514,-0.103326
1562611024.000000,0.000725,0.000397,0.000145-0.004272,2.418206,0.045637,0.008075,-0.033454,0.008404,-0.053688,0.013113,-0.231992
1562611024.000000,0.000863,0.000299,0.000104-0.041574,2.445538,-0.085870,0.010315,-0.008672,-0.005841,0.028103,-0.026190,-0.010788
1562611024.000000,0.000475,0.000864,-0.0005400.021521,2.404133,0.081623,-0.004943,0.033429,-0.011141,0.073206,0.087203,0.250718
1562611024.000000,0.000470,0.000976,-0.0005470.057305,2.373656,0.201348,-0.000096,0.015330,-0.000034,0.021931,-0.054456,0.139481
