1.362,1.000,0.200,0.200,-0.430,0.000,0.630,0.858,0.462,0.858,0.000,0.012,-0.200,0.669,0.100,0.500,1.000,0.010,0.000,1.362,0.200,-0.200,0.200,0.500
1.534,1.000,0.200,0.069,-0.320,-0.430,0.388,0.924,-1.402,0.067,-0.000,0.002,-0.200,-0.132,-0.132,0.500,1.000,0.010,0.000,0.172,0.200,-0.200,0.200,0.500
1.624,1.000,0.200,0.036,-0.271,-0.320,0.307,0.952,-0.906,0.028,-0.000,0.001,-0.200,-0.172,-0.172,0.500,1.000,0.010,0.000,0.090,0.200,-0.200,0.200,0.500
1.728,1.000,0.200,0.042,-0.224,-0.271,0.266,0.980,-0.395,0.028,-0.000,0.001,-0.200,-0.171,-0.171,0.500,1.000,0.010,0.000,0.104,0.200,-0.200,0.200,0.500
1.823,1.000,0.200,0.038,-0.188,-0.224,0.226,1.001,-0.415,0.022,-0.000,0.001,-0.200,-0.178,-0.178,0.500,1.000,0.010,0.000,0.095,0.200,-0.200,0.200,0.500
1.918,1.000,0.200,0.038,-0.158,-0.188,0.196,1.020,-0.317,0.019,-0.000,0.001,-0.200,-0.180,-0.180,0.500,1.000,0.010,0.000,0.095,0.200,-0.200,0.200,0.500
2.030,1.000,0.200,0.045,-0.129,-0.158,0.174,1.039,-0.198,0.020,-0.000,0.001,-0.200,-0.179,-0.179,0.500,1.000,0.010,0.000,0.112,0.200,-0.200,0.200,0.500
2.119,1.000,0.200,0.036,-0.110,-0.129,0.145,1.052,-0.323,0.013,-0.000,0.001,-0.200,-0.186,-0.186,0.500,1.000,0.010,0.000,0.089,0.200,-0.200,0.200,0.500
2.222,1.000,0.200,0.041,-0.091,-0.110,0.132,1.066,-0.128,0.014,-0.000,0.001,-0.200,-0.185,-0.185,0.500,1.000,0.010,0.000,0.103,0.200,-0.200,0.200,0.500
2.321,1.000,0.200,0.040,-0.076,-0.091,0.116,1.077,-0.168,0.011,-0.000,0.001,-0.200,-0.187,-0.187,0.500,1.000,0.010,0.000,0.099,0.200,-0.200,0.200,0.500
2.415,1.000,0.200,0.038,-0.064,-0.076,0.102,1.087,-0.149,0.010,-0.000,0.001,-0.200,-0.189,-0.189,0.500,1.000,0.010,0.000,0.094,0.200,-0.200,0.200,0.500
2.515,1.000,0.200,0.040,-0.053,-0.064,0.093,1.096,-0.083,0.009,-0.000,0.001,-0.200,-0.190,-0.190,0.500,1.000,0.010,0.000,0.100,0.200,-0.200,0.200,0.500
2.616,1.000,0.200,0.040,-0.044,-0.053,0.085,1.105,-0.085,0.009,-0.000,0.001,-0.200,-0.190,-0.190,0.500,1.000,0.010,0.000,0.101,0.200,-0.200,0.200,0.500
2.716,1.000,0.200,0.040,-0.037,-0.044,0.077,1.112,-0.078,0.008,-0.000,0.001,-0.200,-0.191,-0.191,0.500,1.000,0.010,0.000,0.100,0.200,-0.200,0.200,0.500
2.815,1.000,0.200,0.040,-0.031,-0.037,0.070,1.119,-0.066,0.007,-0.000,0.001,-0.200,-0.192,-0.192,0.500,1.000,0.010,0.000,0.099,0.200,-0.200,0.200,0.500
2.923,1.000,0.200,0.043,-0.025,-0.031,0.069,1.127,-0.017,0.007,-0.000,0.001,-0.200,-0.191,-0.191,0.500,1.000,0.010,0.000,0.108,0.200,-0.200,0.200,0.500
3.015,1.000,0.200,0.037,-0.021,-0.025,0.058,1.132,-0.112,0.005,-0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.092,0.200,-0.200,0.200,0.500
3.124,1.000,0.200,0.044,-0.018,-0.021,0.061,1.139,0.027,0.007,0.000,0.001,-0.200,-0.192,-0.192,0.500,1.000,0.010,0.000,0.109,0.200,-0.200,0.200,0.500
3.215,1.000,0.200,0.036,-0.015,-0.018,0.051,1.144,-0.109,0.005,-0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.091,0.200,-0.200,0.200,0.500
3.332,1.000,0.200,0.047,-0.012,-0.015,0.059,1.150,0.065,0.007,0.000,0.001,-0.200,-0.192,-0.192,0.500,1.000,0.010,0.000,0.117,0.200,-0.200,0.200,0.500
3.416,1.000,0.200,0.034,-0.010,-0.012,0.044,1.154,-0.178,0.004,-0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.084,0.200,-0.200,0.200,0.500
3.524,1.000,0.200,0.043,-0.008,-0.010,0.052,1.160,0.072,0.006,0.000,0.001,-0.200,-0.193,-0.193,0.500,1.000,0.010,0.000,0.108,0.200,-0.200,0.200,0.500
3.631,1.000,0.200,0.043,-0.007,-0.008,0.050,1.165,-0.018,0.005,-0.000,0.001,-0.200,-0.193,-0.193,0.500,1.000,0.010,0.000,0.107,0.200,-0.200,0.200,0.500
3.730,1.000,0.200,0.040,-0.006,-0.007,0.045,1.170,-0.044,0.004,-0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.099,0.200,-0.200,0.200,0.500
3.819,1.000,0.200,0.036,-0.005,-0.006,0.041,1.173,-0.055,0.004,-0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.089,0.200,-0.200,0.200,0.500
3.935,1.000,0.200,0.046,-0.004,-0.005,0.050,1.179,0.085,0.006,0.000,0.001,-0.200,-0.193,-0.193,0.500,1.000,0.010,0.000,0.116,0.200,-0.200,0.200,0.500
4.032,1.000,0.200,0.039,-0.003,-0.004,0.042,1.183,-0.085,0.004,-0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.097,0.200,-0.200,0.200,0.500
4.116,1.000,0.200,0.034,-0.003,-0.003,0.036,1.186,-0.068,0.003,-0.000,0.001,-0.200,-0.196,-0.196,0.500,1.000,0.010,0.000,0.084,0.200,-0.200,0.200,0.500
4.216,1.000,0.200,0.040,-0.002,-0.003,0.042,1.190,0.059,0.004,0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.100,0.200,-0.200,0.200,0.500
4.322,1.000,0.200,0.042,-0.002,-0.002,0.044,1.195,0.019,0.005,0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.106,0.200,-0.200,0.200,0.500
4.418,1.000,0.200,0.038,-0.002,-0.002,0.040,1.199,-0.045,0.004,-0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.096,0.200,-0.200,0.200,0.500
4.528,1.000,0.200,0.044,-0.001,-0.002,0.045,1.204,0.048,0.005,0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.110,0.200,-0.200,0.200,0.500
4.621,1.000,0.200,0.037,-0.001,-0.001,0.038,1.208,-0.075,0.004,-0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.093,0.200,-0.200,0.200,0.500
4.717,1.000,0.200,0.038,-0.001,-0.001,0.039,1.211,0.011,0.004,0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.096,0.200,-0.200,0.200,0.500
4.814,1.000,0.200,0.039,-0.001,-0.001,0.040,1.215,0.003,0.004,0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.097,0.200,-0.200,0.200,0.500
4.917,1.000,0.200,0.041,-0.001,-0.001,0.042,1.219,0.022,0.004,0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.103,0.200,-0.200,0.200,0.500
5.016,1.000,0.200,0.040,-0.001,-0.001,0.040,1.223,-0.017,0.004,-0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.099,0.200,-0.200,0.200,0.500
5.117,1.000,0.200,0.040,-0.000,-0.001,0.041,1.228,0.007,0.004,0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.101,0.200,-0.200,0.200,0.500
5.231,1.000,0.200,0.046,-0.000,-0.000,0.046,1.233,0.045,0.005,0.000,0.001,-0.200,-0.193,-0.193,0.500,1.000,0.010,0.000,0.114,0.200,-0.200,0.200,0.500
5.317,1.000,0.200,0.034,-0.000,-0.000,0.035,1.236,-0.131,0.003,-0.000,0.001,-0.200,-0.196,-0.196,0.500,1.000,0.010,0.000,0.086,0.200,-0.200,0.200,0.500
5.415,1.000,0.200,0.039,-0.000,-0.000,0.039,1.240,0.048,0.004,0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.098,0.200,-0.200,0.200,0.500
5.528,1.000,0.200,0.045,-0.000,-0.000,0.045,1.245,0.053,0.005,0.000,0.001,-0.200,-0.193,-0.193,0.500,1.000,0.010,0.000,0.113,0.200,-0.200,0.200,0.500
5.616,1.000,0.200,0.035,-0.000,-0.000,0.035,1.248,-0.114,0.003,-0.000,0.001,-0.200,-0.196,-0.196,0.500,1.000,0.010,0.000,0.088,0.200,-0.200,0.200,0.500
5.716,1.000,0.200,0.040,-0.000,-0.000,0.040,1.252,0.048,0.004,0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.100,0.200,-0.200,0.200,0.500
5.816,1.000,0.200,0.040,-0.000,-0.000,0.040,1.256,-0.000,0.004,-0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.100,0.200,-0.200,0.200,0.500
5.934,1.000,0.200,0.047,-0.000,-0.000,0.047,1.262,0.061,0.006,0.000,0.001,-0.200,-0.193,-0.193,0.500,1.000,0.010,0.000,0.118,0.200,-0.200,0.200,0.500
6.017,1.000,0.200,0.033,-0.000,-0.000,0.033,1.264,-0.169,0.003,-0.000,0.001,-0.200,-0.196,-0.196,0.500,1.000,0.010,0.000,0.083,0.200,-0.200,0.200,0.500
6.126,1.000,0.200,0.044,-0.000,-0.000,0.044,1.269,0.095,0.005,0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.109,0.200,-0.200,0.200,0.500
6.231,1.000,0.200,0.042,-0.000,-0.000,0.042,1.273,-0.015,0.004,-0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.105,0.200,-0.200,0.200,0.500
6.318,1.000,0.200,0.035,-0.000,-0.000,0.035,1.276,-0.083,0.003,-0.000,0.001,-0.200,-0.196,-0.196,0.500,1.000,0.010,0.000,0.087,0.200,-0.200,0.200,0.500
6.425,1.000,0.200,0.043,-0.000,-0.000,0.043,1.281,0.075,0.005,0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.107,0.200,-0.200,0.200,0.500
6.516,1.000,0.200,0.036,-0.000,-0.000,0.036,1.284,-0.070,0.003,-0.000,0.001,-0.200,-0.196,-0.196,0.500,1.000,0.010,0.000,0.091,0.200,-0.200,0.200,0.500
6.617,1.000,0.200,0.040,-0.000,-0.000,0.040,1.288,0.040,0.004,0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.101,0.200,-0.200,0.200,0.500
6.718,1.000,0.200,0.040,-0.000,-0.000,0.040,1.293,-0.000,0.004,-0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.101,0.200,-0.200,0.200,0.500
6.822,1.000,0.200,0.042,-0.000,-0.000,0.042,1.297,0.011,0.004,0.000,0.001,-0.200,-0.194,-0.194,0.500,1.000,0.010,0.000,0.104,0.200,-0.200,0.200,0.500
6.915,1.000,0.200,0.037,-0.000,-0.000,0.037,1.300,-0.047,0.003,-0.000,0.001,-0.200,-0.195,-0.195,0.500,1.000,0.010,0.000,0.093,0.200,-0.200,0.200,0.500
