0.018000,0.018000,0.000000,0.198807,0.200000,0.200000,-0.001193,-0.000021,-0.000143,-0.000001,-0.250621,-0.250621,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.000000-0.000477-0.000009
0.036000,0.018000,0.000000,0.197621,0.200000,0.200000,-0.002379,-0.000064,-0.000285,-0.000003,-0.250763,-0.250763,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000951-0.000026
0.049000,0.013000,0.000000,0.196769,0.200000,0.200000,-0.003231,-0.000106,-0.000388,-0.000005,-0.250865,-0.250865,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.001293-0.000043
0.062000,0.013000,0.000000,0.195920,0.200000,0.200000,-0.004080,-0.000159,-0.000490,-0.000008,-0.250968,-0.250968,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.001632-0.000064
0.074000,0.012000,0.000000,0.195139,0.200000,0.200000,-0.004861,-0.000218,-0.000583,-0.000011,-0.251063,-0.251063,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.001945-0.000087
0.097000,0.023000,0.000000,0.193655,0.200000,0.200000,-0.006345,-0.000364,-0.000762,-0.000018,-0.251245,-0.251245,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.002538-0.000145
0.107000,0.010000,0.000000,0.193011,0.200000,0.200000,-0.006989,-0.000433,-0.000839,-0.000022,-0.251324,-0.251324,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.002796-0.000173
0.118000,0.011000,0.000000,0.192306,0.200000,0.200000,-0.007694,-0.000518,-0.000923,-0.000026,-0.251411,-0.251411,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.003078-0.000207
0.131000,0.013000,0.000000,0.191476,0.200000,0.200000,-0.008524,-0.000629,-0.001023,-0.000031,-0.251514,-0.251514,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.003410-0.000252
0.143000,0.012000,0.000000,0.190713,0.200000,0.200000,-0.009287,-0.000740,-0.001115,-0.000037,-0.251609,-0.251609,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.003715-0.000296
