0.015000,0.015000,1.000000,0.203980,0.200000,0.200000,0.003980,0.000060,0.000478,0.000003,-0.247609,-0.247609,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0015920.000024
0.031000,0.016000,1.000000,0.208203,0.200000,0.200000,0.008203,0.000191,0.000984,0.000010,-0.247106,-0.247106,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0032810.000076
0.044000,0.013000,1.000000,0.211619,0.200000,0.200000,0.011619,0.000342,0.001394,0.000017,-0.246696,-0.246696,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0046480.000137
0.057000,0.013000,1.000000,0.215021,0.200000,0.200000,0.015021,0.000537,0.001803,0.000027,-0.246287,-0.246287,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0060080.000215
0.072000,0.015000,1.000000,0.218926,0.200000,0.200000,0.018926,0.000821,0.002271,0.000041,-0.245813,-0.245813,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0075710.000328
0.095000,0.023000,1.000000,0.224869,0.200000,0.200000,0.024869,0.001393,0.002984,0.000070,-0.245086,-0.245086,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0099480.000557
0.108000,0.013000,1.000000,0.228213,0.200000,0.200000,0.028213,0.001760,0.003386,0.000088,-0.244674,-0.244674,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0112850.000704
0.119000,0.011000,1.000000,0.231033,0.200000,0.200000,0.031033,0.002101,0.003724,0.000105,-0.244325,-0.244325,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0124130.000841
0.131000,0.012000,1.000000,0.234097,0.200000,0.200000,0.034097,0.002510,0.004092,0.000126,-0.243945,-0.243945,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0136390.001004
0.143000,0.012000,1.000000,0.237148,0.200000,0.200000,0.037148,0.002956,0.004458,0.000148,-0.243564,-0.243564,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0148590.001182
0.155000,0.012000,1.000000,0.240187,0.200000,0.200000,0.040187,0.003438,0.004822,0.000172,-0.243182,-0.243182,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0160750.001375
0.166000,0.011000,1.000000,0.242963,0.200000,0.200000,0.042963,0.003911,0.005156,0.000196,-0.242832,-0.242832,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0171850.001564
0.178000,0.012000,1.000000,0.245979,0.200000,0.200000,0.045979,0.004463,0.005517,0.000223,-0.242450,-0.242450,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0183910.001785
0.190000,0.012000,1.000000,0.248983,0.200000,0.200000,0.048983,0.005051,0.005878,0.000253,-0.242067,-0.242067,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0195930.002020
0.202000,0.012000,1.000000,0.251975,0.200000,0.200000,0.051975,0.005674,0.006237,0.000284,-0.241684,-0.241684,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0207900.002270
0.214000,0.012000,1.000000,0.254955,0.200000,0.200000,0.054955,0.006334,0.006595,0.000317,-0.241301,-0.241301,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0219820.002533
0.227000,0.013000,1.000000,0.258170,0.200000,0.200000,0.058170,0.007090,0.006980,0.000354,-0.240885,-0.240885,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0232680.002836
0.238000,0.011000,1.000000,0.260880,0.200000,0.200000,0.060880,0.007760,0.007305,0.000388,-0.240533,-0.240533,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0243520.003104
0.249000,0.011000,1.000000,0.263580,0.200000,0.200000,0.063580,0.008459,0.007630,0.000423,-0.240180,-0.240180,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000000.0254320.003384
0.262000,0.013000,1.000000,0.266758,0.200000,0.200000,0.066758,0.009327,0.008011,0.000466,-0.239763,-0.239763,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0267030.003731
0.275000,0.013000,1.000000,0.269921,0.200000,0.200000,0.069921,0.010236,0.008390,0.000512,-0.239346,-0.239346,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0279680.004094
0.288000,0.013000,1.000000,0.273071,0.200000,0.200000,0.073071,0.011186,0.008768,0.000559,-0.238928,-0.238928,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0292280.004474
0.299000,0.011000,1.000000,0.275727,0.200000,0.200000,0.075727,0.012019,0.009087,0.000601,-0.238574,-0.238574,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0302900.004807
0.312000,0.013000,1.000000,0.278852,0.200000,0.200000,0.078852,0.013044,0.009462,0.000652,-0.238155,-0.238155,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0315400.005217
0.325000,0.013000,1.000000,0.281964,0.200000,0.200000,0.081964,0.014109,0.009835,0.000705,-0.237736,-0.237736,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0327850.005644
0.337000,0.012000,1.000000,0.284824,0.200000,0.200000,0.084824,0.015127,0.010179,0.000756,-0.237349,-0.237349,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0339290.006051
0.348000,0.011000,1.000000,0.287437,0.200000,0.200000,0.087437,0.016089,0.010492,0.000804,-0.236993,-0.236993,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0349740.006436
0.360000,0.012000,1.000000,0.290276,0.200000,0.200000,0.090276,0.017172,0.010833,0.000859,-0.236605,-0.236605,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0361100.006869
0.372000,0.012000,1.000000,0.293103,0.200000,0.200000,0.093103,0.018290,0.011172,0.000914,-0.236217,-0.236217,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0372410.007316
0.383000,0.011000,1.000000,0.295686,0.200000,0.200000,0.095686,0.019342,0.011482,0.000967,-0.235860,-0.235860,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0382740.007737
0.395000,0.012000,1.000000,0.298492,0.200000,0.200000,0.098492,0.020524,0.011819,0.001026,-0.235471,-0.235471,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0393960.008210
0.407000,0.012000,1.000000,0.301287,0.200000,0.200000,0.101287,0.021740,0.012154,0.001087,-0.235082,-0.235082,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0405140.008696
0.418000,0.011000,1.000000,0.303839,0.200000,0.200000,0.103839,0.022882,0.012460,0.001144,-0.234725,-0.234725,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0415350.009153
0.430000,0.012000,1.000000,0.306613,0.200000,0.200000,0.106613,0.024161,0.012793,0.001208,-0.234335,-0.234335,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0426440.009664
0.442000,0.012000,1.000000,0.309375,0.200000,0.200000,0.109375,0.025474,0.013125,0.001274,-0.233944,-0.233944,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0437490.010189
0.455000,0.013000,1.000000,0.312355,0.200000,0.200000,0.112355,0.026934,0.013482,0.001347,-0.233521,-0.233521,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0449410.010774
0.465000,0.010000,1.000000,0.314640,0.200000,0.200000,0.114640,0.028081,0.013756,0.001404,-0.233195,-0.233195,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0458550.011232
0.478000,0.013000,1.000000,0.317597,0.200000,0.200000,0.117597,0.029609,0.014111,0.001480,-0.232770,-0.232770,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0470380.011844
0.491000,0.013000,1.000000,0.320541,0.200000,0.200000,0.120541,0.031176,0.014465,0.001559,-0.232346,-0.232346,0.300000,0.125000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.0000010.0482160.012470
