21.800000,21.800000,-20.000000,3.100000,3.071818,-23.071817,-0.115359,0.200000,0.005000,0.200000
,21.829000,0.029000,-20.000000,3.100000,0.392577,-20.392576,-0.101963,0.200000,0.005000,0.200000
,21.840000,0.011000,-20.000000,3.100000,0.161610,-20.161610,-0.100808,0.200000,0.005000,0.200000
,21.852000,0.012000,-20.000000,3.100000,0.175473,-20.175472,-0.100877,0.200000,0.005000,0.200000
,21.864000,0.012000,-20.000000,3.100000,0.175470,-20.175470,-0.100877,0.200000,0.005000,0.200000
,21.876000,0.012000,-20.000000,3.100000,0.175473,-20.175472,-0.100877,0.200000,0.005000,0.200000
,21.887000,0.011000,-20.000000,3.100000,0.161610,-20.161610,-0.100808,0.200000,0.005000,0.200000
,21.900000,0.013000,-20.000000,3.100000,0.189202,-20.189201,-0.100946,0.200000,0.005000,0.200000
,21.912000,0.012000,-20.000000,3.100000,0.175473,-20.175472,-0.100877,0.200000,0.005000,0.200000
,21.922000,0.010000,-20.000000,3.100000,0.147619,-20.147619,-0.100738,0.200000,0.005000,0.200000
,21.935000,0.013000,-20.000000,3.100000,0.189202,-20.189201,-0.100946,0.200000,0.005000,0.200000
,21.945000,0.010000,-20.000000,3.100000,0.147619,-20.147619,-0.100738,0.200000,0.005000,0.200000
,21.955000,0.010000,-20.000000,3.100000,0.147619,-20.147619,-0.100738,0.200000,0.005000,0.200000
,21.966000,0.011000,-20.000000,3.100000,0.161610,-20.161610,-0.100808,0.200000,0.005000,0.200000
,21.980000,0.014000,-20.000000,3.100000,0.202806,-20.202806,-0.101014,0.200000,0.005000,0.200000
,21.989000,0.009000,-20.000000,3.100000,0.133490,-20.133490,-0.100667,0.200000,0.005000,0.200000
,22.000000,0.011000,-20.000000,3.100000,0.161614,-20.161613,-0.100808,0.200000,0.005000,0.200000
,22.015000,0.015000,-20.000000,3.100000,0.216277,-20.216278,-0.101081,0.200000,0.005000,0.200000
,22.024000,0.009000,-20.000000,3.100000,0.133494,-20.133493,-0.100667,0.200000,0.005000,0.200000
,22.034000,0.010000,-20.000000,3.100000,0.147619,-20.147619,-0.100738,0.200000,0.005000,0.200000
,22.046000,0.012000,-20.000000,3.100000,0.175473,-20.175472,-0.100877,0.200000,0.005000,0.200000
,22.057000,0.011000,-20.000000,3.100000,0.161610,-20.161610,-0.100808,0.200000,0.005000,0.200000
,22.068000,0.011000,-20.000000,3.100000,0.161610,-20.161610,-0.100808,0.200000,0.005000,0.200000
,22.080000,0.012000,-20.000000,3.100000,0.175473,-20.175472,-0.100877,0.200000,0.005000,0.200000
,22.091000,0.011000,-20.000000,3.100000,0.161610,-20.161610,-0.100808,0.200000,0.005000,0.200000
,22.104000,0.013000,-20.000000,3.000000,0.183099,-20.183098,-0.100915,0.200000,0.005000,0.200000
,22.115000,0.011000,-20.000000,3.000000,0.156400,-20.156401,-0.100782,0.200000,0.005000,0.200000
,22.128000,0.013000,-20.000000,2.900000,0.176995,-20.176996,-0.100885,0.200000,0.005000,0.200000
,22.142000,0.014000,-20.000000,2.900000,0.189719,-20.189718,-0.100949,0.200000,0.005000,0.200000
