0.017000,0.017000,1.000000,0.204508,0.200000,0.200000,0.004508,0.000077,0.000000,0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0000000.000000
0.041000,0.024000,1.000000,0.210821,0.200000,0.200000,0.010821,0.000336,0.000000,0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0000000.000000
0.053000,0.012000,1.000000,0.213965,0.200000,0.200000,0.013965,0.000504,0.000000,0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0000000.000000
0.067000,0.014000,1.000000,0.217616,0.200000,0.200000,0.017616,0.000751,0.000000,0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000000,0.0000000.0000000.000000
0.080000,0.013000,1.000000,0.220992,0.200000,0.200000,0.020992,0.001023,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.101000,0.021000,1.000000,0.226407,0.200000,0.200000,0.026407,0.001578,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.113000,0.012000,1.000000,0.229489,0.200000,0.200000,0.029489,0.001932,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.125000,0.012000,1.000000,0.232559,0.200000,0.200000,0.032559,0.002323,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.136000,0.011000,1.000000,0.235363,0.200000,0.200000,0.035363,0.002712,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.148000,0.012000,1.000000,0.238409,0.200000,0.200000,0.038409,0.003172,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.161000,0.013000,1.000000,0.241695,0.200000,0.200000,0.041695,0.003715,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.171000,0.010000,1.000000,0.244214,0.200000,0.200000,0.044214,0.004157,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.183000,0.012000,1.000000,0.247226,0.200000,0.200000,0.047226,0.004723,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.196000,0.013000,1.000000,0.250474,0.200000,0.200000,0.050474,0.005380,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.209000,0.013000,1.000000,0.253707,0.200000,0.200000,0.053708,0.006078,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000000-0.000000-0.000000
0.219000,0.010000,1.000000,0.256187,0.200000,0.200000,0.056187,0.006640,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001-0.000001-0.000000
0.231000,0.012000,1.000000,0.259150,0.200000,0.200000,0.059150,0.007349,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001-0.000001-0.000000
0.244000,0.013000,1.000000,0.262347,0.200000,0.200000,0.062347,0.008160,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001-0.000001-0.000000
0.256000,0.012000,1.000000,0.265286,0.200000,0.200000,0.065286,0.008943,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001-0.000001-0.000000
0.267000,0.011000,1.000000,0.267970,0.200000,0.200000,0.067970,0.009691,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001-0.000001-0.000000
0.280000,0.013000,1.000000,0.271128,0.200000,0.200000,0.071128,0.010616,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001-0.000001-0.000000
0.292000,0.012000,1.000000,0.274032,0.200000,0.200000,0.074032,0.011504,-0.000000,-0.000000,-0.250000,-0.250000,0.100000,0.000000,0.300000,0.300000,3.000000,-0.250000,0.000001,0.000001-0.000001-0.000000
