1563502980.000000,0.002568,-0.000459,0.001054,2.175235,1.699220,90.025451,0.002010,-0.006349,0.002240,0.000875,0.000211,0.002059
1563502980.000000,0.002319,0.000188,0.001241,2.172748,1.699985,90.023373,0.003650,-0.005973,0.002574,0.000643,-0.002009,0.001092
1563502980.000000,0.002256,0.000443,0.001328,2.173702,1.699809,90.023438,0.003809,-0.006071,0.002710,-0.001455,0.001294,-0.001371
1563502980.000000,0.002224,0.000584,0.001377,2.173923,1.698648,90.023521,0.004022,-0.006185,0.002687,0.000755,-0.001798,0.001071
1563502980.000000,0.002194,0.000679,0.001412,2.174388,1.698167,90.024823,0.004004,-0.006225,0.002629,0.004173,-0.000585,0.001387
1563502980.000000,0.002109,0.000940,0.001501,2.175807,1.696604,90.025710,0.004010,-0.005998,0.002707,0.003219,0.000327,0.002078
1563502980.000000,0.002109,0.000940,0.001501,2.175807,1.696604,90.025710,0.004010,-0.005998,0.002707,0.003219,0.000327,0.002078
1563502980.000000,0.002083,0.001057,0.001529,2.176022,1.695851,90.025360,0.004055,-0.005848,0.002798,-0.001201,-0.000553,-0.002934
1563502980.000000,0.002045,0.001137,0.001539,2.175471,1.694865,90.025311,0.004360,-0.006076,0.002692,-0.002249,-0.000661,0.000745
1563502980.000000,0.002025,0.001238,0.001555,2.175192,1.695641,90.026092,0.004324,-0.005804,0.002756,0.000771,0.002014,0.001907
1563502980.000000,0.002025,0.001238,0.001555,2.175192,1.695641,90.026092,0.004324,-0.005804,0.002756,0.000771,0.002014,0.001907
1563502980.000000,0.002001,0.001363,0.001578,2.174365,1.695722,90.027232,0.004382,-0.005633,0.002890,-0.002014,0.000168,-0.002005
1563502980.000000,0.001990,0.001438,0.001591,2.175241,1.694963,90.028295,0.004536,-0.005828,0.002503,0.002820,0.000471,0.002512
1563502980.000000,0.001990,0.001438,0.001591,2.175241,1.694963,90.028295,0.004536,-0.005828,0.002503,0.002820,0.000471,0.002512
1563502980.000000,0.001969,0.001558,0.001602,2.174891,1.695657,90.028756,0.005064,-0.005891,0.002750,0.001197,0.002959,0.001706
1563502980.000000,0.001955,0.001644,0.001619,2.173675,1.696487,90.027867,0.005118,-0.005986,0.002916,-0.002843,-0.000148,-0.000677
1563502980.000000,0.001955,0.001644,0.001619,2.173675,1.696487,90.027867,0.005118,-0.005986,0.002916,-0.002843,-0.000148,-0.000677
1563502980.000000,0.001947,0.001717,0.001640,2.173608,1.695645,90.027902,0.005036,-0.005796,0.003076,-0.000451,-0.001068,-0.000265
1563502980.000000,0.001947,0.001717,0.001640,2.173608,1.695645,90.027902,0.005036,-0.005796,0.003076,-0.000451,-0.001068,-0.000265
1563502980.000000,0.001928,0.001768,0.001663,2.174080,1.695936,90.027723,0.004974,-0.005688,0.003149,0.001745,0.001381,-0.000427
1563502980.000000,0.001928,0.001768,0.001663,2.174080,1.695936,90.027723,0.004974,-0.005688,0.003149,0.001745,0.001381,-0.000427
1563502980.000000,0.001906,0.001804,0.001684,2.173381,1.696226,90.027334,0.004962,-0.005480,0.002881,-0.000150,-0.000596,0.000235
1563502980.000000,0.001906,0.001804,0.001684,2.173381,1.696226,90.027334,0.004962,-0.005480,0.002881,-0.000150,-0.000596,0.000235
1563502980.000000,0.001888,0.001833,0.001700,2.174216,1.695286,90.026984,0.004867,-0.005583,0.002861,0.002762,-0.000291,0.001185
1563502980.000000,0.001888,0.001833,0.001700,2.174216,1.695286,90.026984,0.004867,-0.005583,0.002861,0.002762,-0.000291,0.001185
1563502981.000000,0.001870,0.001857,0.001715,2.174176,1.695552,90.027493,0.004815,-0.005615,0.003120,0.001578,0.001801,0.000720
1563502981.000000,0.001870,0.001857,0.001715,2.174176,1.695552,90.027493,0.004815,-0.005615,0.003120,0.001578,0.001801,0.000720
1563502981.000000,0.001857,0.001884,0.001724,2.173461,1.694437,90.025577,0.004972,-0.005475,0.003499,0.001893,-0.001311,0.000555
1563502981.000000,0.001847,0.001914,0.001739,2.174480,1.695062,90.026000,0.004846,-0.005504,0.003620,0.001592,0.000433,0.000949
1563502981.000000,0.001847,0.001914,0.001739,2.174480,1.695062,90.026000,0.004846,-0.005504,0.003620,0.001592,0.000433,0.000949
1563502981.000000,0.001823,0.001930,0.001742,2.175644,1.696145,90.025628,0.004854,-0.005812,0.003186,0.002505,0.002132,-0.000407
1563502981.000000,0.001823,0.001930,0.001742,2.175644,1.696145,90.025628,0.004854,-0.005812,0.003186,0.002505,0.002132,-0.000407
1563502981.000000,0.001825,0.001971,0.001755,2.175166,1.695567,90.024923,0.004592,-0.005898,0.003343,-0.002081,-0.000467,-0.000667
1563502981.000000,0.001825,0.001971,0.001755,2.175166,1.695567,90.024923,0.004592,-0.005898,0.003343,-0.002081,-0.000467,-0.000667
1563502981.000000,0.001829,0.001990,0.001758,2.175194,1.695731,90.025091,0.004390,-0.006054,0.002704,0.002546,0.001330,0.003835
1563502981.000000,0.001829,0.001990,0.001758,2.175194,1.695731,90.025091,0.004390,-0.006054,0.002704,0.002546,0.001330,0.003835
